,0,1
0,0.0,88.52936032333687
1,1.0,91.65723179336587
2,2.0,95.74780476652982
3,3.0,98.8323591768426
4,4.0,104.96149773044525
5,5.0,107.76481910168275
6,6.0,115.54565449094538
7,7.0,117.14293520948789
8,8.0,116.82005850704304
9,9.0,114.78865096485454
10,10.0,111.67066277855454
11,11.0,103.38869640988807
12,12.0,100.91093600543923
13,13.0,94.15529835021717
14,14.0,92.09544307013554
15,15.0,89.23707720437692
16,16.0,85.3698240963157
17,17.0,82.88873055955189
18,18.0,79.01635480961315
19,19.0,77.50600873882657
20,20.0,69.81406826161165
21,21.0,67.4447302800476
22,22.0,62.54083204089685
23,23.0,57.866318874831826
24,24.0,50.24374921392214
25,25.0,45.320695709244106
26,26.0,41.460337677150015
27,27.0,38.38993200370292
28,28.0,36.04802747694021
29,29.0,35.39389001484434
30,30.0,35.92991643071777
31,31.0,35.381592259243725
32,32.0,34.98839534419902
33,33.0,35.196798076154444
34,34.0,35.09875754080809
35,35.0,36.41791637144225
36,36.0,36.91712806768931
37,0.0,37.4656912957843
38,0.7872340425531915,38.25532605063489
39,1.574468085106383,37.31822068141456
40,2.3617021276595747,37.39254338486805
41,3.148936170212766,38.24094508733743
42,3.9361702127659575,39.82026582345738
43,4.723404255319149,41.00804596540635
44,5.51063829787234,42.2408848653099
45,6.297872340425532,43.746432728204546
46,7.085106382978724,47.029950549039796
47,7.872340425531915,53.88178458853232
48,8.659574468085106,59.68335409973032
49,9.446808510638299,66.21934653162312
50,10.23404255319149,70.26002497290013
51,11.02127659574468,72.04427528978256
52,11.808510638297873,77.05240221566768
53,12.595744680851064,81.66916613230025
54,13.382978723404255,87.88785529611093
55,14.170212765957448,92.71322002018486
56,14.957446808510639,98.13667708912013
57,15.74468085106383,105.88713862714371
58,16.53191489361702,107.90605375334027
59,17.319148936170212,113.15242450766462
60,18.106382978723406,118.00680387533276
61,18.893617021276597,117.89474779180954
62,19.680851063829788,118.94747118820526
63,20.46808510638298,118.7867704974132
64,21.25531914893617,116.56616671521533
65,22.04255319148936,114.91394395498925
66,22.829787234042556,108.60593640740231
67,23.617021276595747,107.19755823073486
68,24.404255319148938,96.09645177271312
69,25.19148936170213,91.95477532417914
70,25.97872340425532,87.58931455767885
71,26.76595744680851,84.29883677407935
72,27.5531914893617,81.68883024692072
73,28.340425531914896,78.3663120459247
74,29.127659574468087,76.1252859981085
75,29.914893617021278,70.62422431982354
76,30.70212765957447,69.13774292999699
77,31.48936170212766,60.43503007826856
78,32.276595744680854,54.80196133389478
79,33.06382978723404,48.98082333072469
80,33.851063829787236,44.023888672668804
81,34.638297872340424,41.03469053335858
82,35.42553191489362,39.533821350045386
83,36.21276595744681,38.41472559039006
84,0.0,41.20388797947813
85,0.6271186440677966,40.5011332308701
86,1.2542372881355932,41.623179632246874
87,1.8813559322033897,40.90600293920637
88,2.5084745762711864,40.80820146048095
89,3.135593220338983,41.62625321737338
90,3.7627118644067794,41.151910239894335
91,4.389830508474576,41.53993328664276
92,5.016949152542373,40.01084176167908
93,5.6440677966101696,40.75055466388604
94,6.271186440677966,42.43899791728071
95,6.898305084745763,42.572651058959515
96,7.525423728813559,43.292542752195104
97,8.152542372881356,44.727418647747626
98,8.779661016949152,45.77920630822706
99,9.40677966101695,49.6076434512351
100,10.033898305084746,57.02742138059252
101,10.661016949152541,63.83519386974929
102,11.288135593220339,70.63789835854192
103,11.915254237288135,76.68258845324651
104,12.542372881355933,81.83009221933493
105,13.169491525423728,88.1355179554156
106,13.796610169491526,90.75029878480407
107,14.423728813559322,95.78177812746146
108,15.050847457627118,101.3434782251978
109,15.677966101694915,106.21459155633246
110,16.305084745762713,113.81394881934787
111,16.93220338983051,120.6348011207652
112,17.559322033898304,120.36868329032318
113,18.1864406779661,122.15424500352624
114,18.8135593220339,123.95022958540275
115,19.440677966101696,123.42341709471967
116,20.06779661016949,123.692157717803
117,20.694915254237287,122.55689831547684
118,21.322033898305083,124.0274107230239
119,21.949152542372882,120.25343067826837
120,22.576271186440678,117.8947068106745
121,23.203389830508474,119.37995876645047
122,23.83050847457627,115.28062949077055
123,24.45762711864407,112.38813316972936
124,25.084745762711865,107.09574743096664
125,25.71186440677966,97.48440085357308
126,26.338983050847457,93.05813774308133
127,26.966101694915253,89.28848120807042
128,27.593220338983052,82.46577109519885
129,28.220338983050848,79.42255981993215
130,28.847457627118644,74.76254714547507
131,29.47457627118644,68.57055719112996
132,30.101694915254235,61.56869121632894
133,30.728813559322035,56.23334358768684
134,31.35593220338983,50.75952753400107
135,31.983050847457626,44.83853899535457
136,32.610169491525426,42.24256509184573
137,33.23728813559322,41.55420155181891
138,33.86440677966102,42.00345724447651
139,34.49152542372882,41.27824824897206
140,35.11864406779661,42.30667666249005
141,35.74576271186441,42.14754008501792
142,36.3728813559322,40.92040439307134
143,0.0,40.81731293283375
144,0.5522388059701493,41.50167739710152
145,1.1044776119402986,41.11000019914714
146,1.6567164179104479,41.47466058383953
147,2.208955223880597,41.29729081637806
148,2.7611940298507465,40.17604696222876
149,3.3134328358208958,41.10283533070779
150,3.865671641791045,41.13622812555999
151,4.417910447761194,41.15475842877823
152,4.970149253731344,41.34663210294223
153,5.522388059701493,41.01499909798143
154,6.074626865671642,41.11760219969336
155,6.6268656716417915,41.37370014262299
156,7.179104477611941,41.08128949897099
157,7.73134328358209,40.90379678810445
158,8.28358208955224,42.125512724944635
159,8.835820895522389,41.25361858682499
160,9.388059701492537,40.37986663725111
161,9.940298507462687,41.28651960805695
162,10.492537313432837,42.28225190601808
163,11.044776119402986,46.692436751203616
164,11.597014925373134,51.999418604222654
165,12.149253731343284,54.982575441212006
166,12.701492537313435,57.47094654453647
167,13.253731343283583,59.4272083454765
168,13.805970149253731,61.89292712641861
169,14.358208955223882,62.773987378404414
170,14.910447761194032,66.11026841057802
171,15.46268656716418,71.07373955966959
172,16.01492537313433,73.0959468370461
173,16.56716417910448,75.4410649678133
174,17.11940298507463,78.74585199772396
175,17.671641791044777,77.76275554972736
176,18.223880597014926,83.8803442534435
177,18.776119402985074,82.94940996013827
178,19.328358208955226,83.13376359602609
179,19.880597014925375,81.2250740626552
180,20.432835820895523,78.54379451150749
181,20.985074626865675,76.08677739156796
182,21.537313432835823,70.82441033420744
183,22.08955223880597,69.01807801573837
184,22.64179104477612,66.7758157036824
185,23.19402985074627,62.61783559359958
186,23.74626865671642,60.06193782504579
187,24.29850746268657,58.35009434355466
188,24.850746268656717,56.02306255370966
189,25.40298507462687,55.30430808697088
190,25.955223880597018,52.51891596230465
191,26.507462686567166,49.91696905836664
192,27.059701492537314,47.66588555699759
193,27.611940298507463,45.54398483849558
194,28.164179104477615,43.470110595142515
195,28.716417910447763,41.8046372679266
196,29.26865671641791,41.247266510896885
197,29.820895522388064,40.61404308803959
198,30.373134328358212,41.67191986216409
199,30.92537313432836,41.4469026950526
200,31.47761194029851,41.617271518614814
201,32.02985074626866,39.75975034741107
202,32.582089552238806,40.56720506580622
203,33.13432835820896,40.670054054328276
204,33.68656716417911,41.365087274079606
205,34.23880597014926,42.01659852843961
206,34.791044776119406,42.28259341547658
207,35.343283582089555,41.493399207827466
208,35.8955223880597,41.70564733628561
209,36.44776119402985,42.4518694087716
210,0.0,42.34632932571656
211,0.8043478260869565,43.535694071552975
212,1.608695652173913,42.872861778643674
213,2.4130434782608696,44.47483825224056
214,3.217391304347826,45.21449309783958
215,4.021739130434783,45.97574500159418
216,4.826086956521739,46.221997226835235
217,5.630434782608695,49.533149993052355
218,6.434782608695652,53.23517057980721
219,7.239130434782609,58.21029403162284
220,8.043478260869566,61.12750197708114
221,8.847826086956522,63.050377813358146
222,9.652173913043478,68.68564587864468
223,10.456521739130435,71.29926557587424
224,11.26086956521739,77.85187585801768
225,12.065217391304348,81.72705198551611
226,12.869565217391305,82.12814801433593
227,13.673913043478262,83.22235114956115
228,14.478260869565219,83.58234309995585
229,15.282608695652174,82.78059500461224
230,16.086956521739133,84.6826660846774
231,16.891304347826086,82.08540469051
232,17.695652173913043,79.37390155228498
233,18.5,75.95726334452618
234,19.304347826086957,70.97070615603995
235,20.108695652173914,66.51680810016634
