,Frames,Angles,Angles-Hip,label
1559,2.105263158,355.9549024,29.57136548,0
1560,2.807017544,357.394638,30.04153522,0
1561,3.50877193,354.5892025,31.91932497,0
1562,4.210526316,354.6390938,31.81479576,0
1563,4.912280702,353.8942171,34.63230685,0
1564,5.614035088,345.2872361,38.19969074,0
1565,6.315789474,343.9745011,39.09999847,0
1566,7.01754386,337.0082136,44.30011177,0
1567,7.719298246,338.6432926,47.65306871,0
1568,8.421052632,329.3522682,50.19025859,0
1569,9.122807018,330.6870238,50.75521085,0
1570,9.824561404,323.4628829,55.74100989,0
1571,10.52631579,321.3888004,61.48728902,0
1572,11.22807018,313.9166144,63.93734618,0
1573,11.92982456,310.8716068,68.88303152,0
1574,12.63157895,303.3417194,76.20118306,0
1575,13.33333333,296.2640998,81.75594369,0
1576,14.03508772,297.4351767,87.0065355,0
1577,14.73684211,282.935532,97.85525963,0
1578,15.43859649,269.7286646,113.1915888,0
1579,16.14035088,255.6662067,127.0459992,0
1580,16.84210526,239.424413,139.7561752,0
1581,17.54385965,247.7014343,139.9265885,0
1582,18.24561404,200.1242217,165.4095325,0
1583,18.94736842,179.6937666,171.6470252,0
1584,19.64912281,193.5737082,164.4368589,0
1585,20.35087719,189.2292435,165.9010602,0
1586,21.05263158,180.7919654,170.3537425,0
1587,21.75438596,177.4323457,170.5132138,0
1588,22.45614035,167.7577447,174.5122349,0
1589,23.15789474,188.7195611,165.2717949,0
1590,23.85964912,175.8532879,170.8246157,0
1591,24.56140351,181.1222256,168.5842181,0
1592,25.26315789,202.8215112,162.9229338,0
1593,25.96491228,217.5552879,157.9000537,0
1594,26.66666667,255.9926214,134.8484248,0
1595,27.36842105,257.520002,130.4801363,0
1596,28.07017544,280.9865102,110.1662726,0
1597,28.77192982,281.3482917,102.7317688,0
1598,29.47368421,293.2903174,89.0891558,0
1599,30.1754386,297.8131867,78.93735684,0
1600,30.87719298,303.5820054,74.37274142,0
1601,31.57894737,309.45187,64.89122308,0
1602,32.28070175,319.2388071,58.49919054,0
1603,32.98245614,322.9686914,54.32655285,0
1604,33.68421053,329.1546845,49.66907417,0
1605,34.38596491,336.7725037,45.5955152,0
1606,35.0877193,342.4570653,42.86014397,0
1607,35.78947368,342.2130226,41.56603144,0
1608,36.49122807,346.9944009,37.31068015,0
1609,37.19298246,355.7066077,34.55639271,0
1610,37.89473684,355.4025687,32.61961744,0
1611,38.59649123,355.2854109,30.06755141,0
1612,39.29824561,356.3470236,30.07009907,0
1613,0,357.013008,30.44363528,0
1614,0.6896551724,355.2949832,30.39473113,0
1615,1.379310345,358.4234967,30.40044458,0
1616,2.068965517,356.5350077,30.17978507,0
1617,2.75862069,356.0307621,30.09933228,0
1618,3.448275862,354.3199464,29.48368293,0
1619,4.137931034,355.2436511,29.79445995,0
1620,4.827586207,357.0645523,30.5973282,0
1621,5.517241379,357.6516853,30.77270697,0
1622,6.206896552,358.4872734,31.6761395,0
1623,6.896551724,356.4721763,32.03699547,0
1624,7.586206897,357.1431605,32.45152648,0
1625,8.275862069,351.9863676,35.9900221,0
1626,8.965517241,345.3444321,40.75934512,0
1627,9.655172414,340.196259,44.88329039,0
1628,10.34482759,334.8617583,46.63963939,0
1629,11.03448276,326.9245048,51.21091766,0
1630,11.72413793,322.5673768,53.86953806,0
1631,12.4137931,315.8773841,55.82666046,0
1632,13.10344828,306.6092682,62.61157914,0
1633,13.79310345,306.0063264,65.4125441,0
1634,14.48275862,300.7624897,67.49990455,0
1635,15.17241379,302.8956944,70.55540333,0
1636,15.86206897,300.0506747,75.83789896,0
1637,16.55172414,286.2274237,88.09093048,0
1638,17.24137931,275.4449455,99.74813728,0
1639,17.93103448,272.3112821,107.0144613,0
1640,18.62068966,244.4722779,130.5258166,0
1641,19.31034483,208.6628939,152.2364198,0
1642,20,178.5017689,168.2953967,0
1643,20.68965517,171.1584822,170.9060862,0
1644,21.37931034,137.8579154,173.4872184,0
1645,22.06896552,128.8386165,164.6303072,0
1646,22.75862069,118.4371331,160.2859517,0
1647,23.44827586,105.6294561,157.8527105,0
1648,24.13793103,98.88812084,151.8966762,0
1649,24.82758621,98.22530562,154.3195902,0
1650,25.51724138,113.290326,160.619183,0
1651,26.20689655,122.0039877,166.8916189,0
1652,26.89655172,148.4145465,178.7341661,0
1653,27.5862069,167.3039128,168.9332134,0
1654,28.27586207,190.8835016,160.778391,0
1655,28.96551724,228.8472503,135.9697779,0
1656,29.65517241,266.1320919,110.6704089,0
1657,30.34482759,280.8947944,100.2416389,0
1658,31.03448276,295.1728951,83.40200562,0
1659,31.72413793,302.9879566,72.81187927,0
1660,32.4137931,307.2714687,65.38049685,0
1661,33.10344828,311.1357439,63.11242325,0
1662,33.79310345,314.9320176,58.82669811,0
1663,34.48275862,325.5756244,51.63783522,0
1664,35.17241379,330.1716723,50.24707893,0
1665,35.86206897,338.0479733,43.82300598,0
1666,36.55172414,341.3760103,42.03680223,0
1667,37.24137931,346.4763038,38.9655018,0
1668,37.93103448,351.0067136,36.96309866,0
1669,38.62068966,356.9469018,33.71424405,0
1670,39.31034483,359.1213235,31.84601655,0
1671,0,358.2343688,30.35273571,0
1672,0.625,358.2061055,30.05634307,0
1673,1.25,358.8548605,31.67543258,0
1674,1.875,355.5120056,31.10952408,0
1675,2.5,353.7817138,31.84638538,0
1676,3.125,352.3811972,31.90166893,0
1677,3.75,353.3607419,31.67285077,0
1678,4.375,353.7586414,31.93196765,0
1679,5,352.0268197,32.44621943,0
1680,5.625,352.6898398,32.96385897,0
1681,6.25,353.323613,33.86661191,0
1682,6.875,356.1316404,33.90134342,0
1683,7.5,353.61407,33.9924479,0
1684,8.125,352.0860201,35.3462836,0
1685,8.75,345.7371817,41.22094296,0
1686,9.375,339.51059,44.67639713,0
1687,10,333.5256367,47.07809655,0
1688,10.625,326.4087162,52.59174627,0
1689,11.25,321.6203984,52.89616439,0
1690,11.875,312.3161235,59.88157302,0
1691,12.5,306.0801061,64.24456809,0
1692,13.125,303.2318899,68.6095644,0
1693,13.75,302.9567016,71.05833065,0
1694,14.375,297.6665835,78.36254178,0
1695,15,291.238911,84.6189814,0
1696,15.625,286.2363166,92.92397234,0
1697,16.25,280.0312126,103.1274827,0
1698,16.875,269.5970332,123.2574572,0
1699,17.5,236.3751843,141.5899581,0
1700,18.125,164.2599365,178.1030293,0
1701,18.75,159.5381516,179.3499486,0
1702,19.375,130.8763829,165.5476972,0
1703,20,120.9957834,159.1256255,0
1704,20.625,131.0904137,166.2777215,0
1705,21.25,113.8398489,157.5969472,0
1706,21.875,112.9839306,156.6524823,0
1707,22.5,124.2591249,164.3979168,0
1708,23.125,110.5255372,157.9533191,0
1709,23.75,125.9056718,164.726285,0
1710,24.375,122.0564572,162.7951856,0
1711,25,161.6676953,178.4444841,0
1712,25.625,186.9354952,165.3213684,0
1713,26.25,238.8366274,143.9119219,0
1714,26.875,273.6084443,114.6096454,0
1715,27.5,284.0325834,103.6673135,0
1716,28.125,294.1139699,89.82640642,0
1717,28.75,305.0592934,79.11939504,0
1718,29.375,313.2323797,69.06570492,0
1719,30,320.1999923,59.86477758,0
1720,30.625,319.3958058,59.32464622,0
1721,31.25,320.9477887,56.5337558,0
1722,31.875,328.0111332,51.66536088,0
1723,32.5,332.1188363,49.07744319,0
1724,33.125,340.1452785,45.0045365,0
1725,33.75,344.5168591,40.60695677,0
1726,34.375,348.477877,38.34978415,0
1727,35,349.0993833,37.87153089,0
1728,35.625,352.0006464,34.37761251,0
1729,36.25,351.9194354,31.76150662,0
1730,36.875,353.146957,31.62638499,0
1731,37.5,355.5313897,31.19616845,0
1732,38.125,352.4920648,29.94910568,0
1733,38.75,350.1340923,31.00365274,0
1734,39.375,351.9664818,30.50904459,0
1735,0,357.5497889,44.94296917,0
1736,0.6060606061,357.8751965,43.61096959,0
1737,1.212121212,357.9939188,42.86620917,0
1738,1.818181818,357.2127774,42.91139088,0
1739,2.424242424,357.5209692,41.65906545,0
1740,3.03030303,356.7678215,41.41822273,0
1741,3.636363636,357.6194095,41.55961789,0
1742,4.242424242,358.2428929,41.77381945,0
1743,4.848484848,357.587895,41.26572851,0
1744,5.454545455,357.0154432,41.65067797,0
1745,6.060606061,356.5633257,41.45704894,0
1746,6.666666667,356.2871811,41.93723173,0
