,0,1
0,0.0,47.12839452028936
1,1.0,48.59999975810365
2,2.0,48.91009034642218
3,3.0,49.847246942061304
4,4.0,50.12687488668166
5,5.0,50.14222915193585
6,6.0,50.38773347146275
7,7.0,51.49903257018053
8,8.0,52.19073948780607
9,9.0,52.713795374445624
10,10.0,53.94546972709571
11,11.0,54.92420851440181
12,12.0,53.98956542837726
13,13.0,54.11731728661323
14,14.0,53.93011546184147
15,15.0,55.576163731057875
16,16.0,57.04995462940656
17,17.0,57.18027463877041
18,18.0,62.36777599263843
19,19.0,64.06551513349342
20,20.0,66.61069952296302
21,21.0,70.6233436801628
22,22.0,82.42835213120202
23,23.0,103.74152030411994
24,24.0,132.56590214881422
25,25.0,145.2095658497483
26,26.0,154.95783039924393
27,27.0,169.3284664506807
28,28.0,178.76635354391266
29,29.0,190.36524783111057
30,30.0,195.08103901805345
31,31.0,196.40325435834123
32,32.0,197.82229446030308
33,33.0,200.7436619909659
34,34.0,202.42535018727145
35,35.0,206.70290641915366
36,36.0,240.25438022614372
37,37.0,236.53091626048962
38,38.0,281.3403586499799
39,39.0,292.8869983475616
40,40.0,321.16762883243115
41,41.0,327.2287387019005
42,42.0,332.90895624211487
43,43.0,332.91619624263507
44,44.0,336.7643794625336
45,45.0,339.5825838159726
46,46.0,344.1832389588188
47,47.0,347.5598932391763
48,48.0,349.9973792058131
49,49.0,352.38092398085075
50,50.0,352.9954397429425
51,51.0,352.2952497303678
52,52.0,353.65165699764066
53,53.0,353.02303370718937
54,54.0,350.56976636110414
55,55.0,350.2742787172311
56,56.0,349.56867919483375
57,57.0,348.7875104594594
58,58.0,347.9199398310843
59,59.0,346.8605774908154
60,60.0,346.51382244703217
61,61.0,345.6049838156919
62,62.0,343.9026821084713
63,63.0,342.04062227656414
64,64.0,340.14368749875484
65,65.0,337.50862783772055
66,66.0,336.4129288910671
67,67.0,335.32434700152885
68,68.0,332.70546122844917
69,69.0,330.0830510777578
70,70.0,331.0788516776106
71,71.0,328.9307435232633
72,72.0,327.55758863214555
73,73.0,323.2460180581967
74,74.0,323.64022925633316
75,75.0,313.7973256056978
76,76.0,308.33892528896877
77,77.0,293.979094596799
78,78.0,290.0715023914996
79,79.0,255.8060552501898
80,80.0,220.98203523855628
81,81.0,167.88400802709378
82,82.0,114.09025774677372
83,83.0,91.82843093965442
84,84.0,79.87909694898713
85,85.0,73.24468832134363
86,86.0,72.58866231194224
87,87.0,65.91362771911548
88,88.0,60.771014368472834
89,89.0,59.80582667647997
90,90.0,53.10191404384244
91,91.0,51.44545656633096
92,92.0,50.306782069419796
93,93.0,48.64324851592812
94,94.0,48.521753110971986
95,95.0,49.110979870290635
96,96.0,49.46205159362927
97,97.0,48.402470687306845
98,98.0,47.75988649019206
99,0.0,47.392586237385444
100,0.853448275862069,45.693617662479824
101,1.706896551724138,47.47001326181669
102,2.560344827586207,46.82680068729826
103,3.413793103448276,46.94466243161605
104,4.267241379310345,46.818549818780866
105,5.120689655172414,47.14506018186421
106,5.974137931034482,48.73712263588078
107,6.827586206896552,49.171768553903746
108,7.681034482758621,51.39264554366838
109,8.53448275862069,48.867797815081474
110,9.387931034482758,50.5261677455606
111,10.241379310344827,51.52405838329946
112,11.094827586206897,53.48238290136885
113,11.948275862068964,52.09298582040486
114,12.801724137931034,57.55855783576237
115,13.655172413793103,58.268077886743356
116,14.508620689655173,58.212780675222916
117,15.362068965517242,61.06378359705627
118,16.21551724137931,64.28801537589578
119,17.06896551724138,63.10958917801514
120,17.92241379310345,63.0957648751351
121,18.775862068965516,64.39838759041753
122,19.629310344827587,68.48680222380375
123,20.482758620689655,76.24502285672452
124,21.336206896551722,84.15501029300292
125,22.189655172413794,86.88453830044756
126,23.04310344827586,92.01989799019172
127,23.89655172413793,99.18287810960067
128,24.75,109.43387190276593
129,25.603448275862068,136.29479292713498
130,26.45689655172414,140.60349482163244
131,27.310344827586206,149.11854139572566
132,28.163793103448274,150.14606139408397
133,29.017241379310345,161.36434657750647
134,29.870689655172413,169.86481752791084
135,30.724137931034484,183.13064316034135
136,31.57758620689655,197.20653924624813
137,32.43103448275862,201.53122742586908
138,33.28448275862069,227.29916791887436
139,34.13793103448276,291.7561412295266
140,34.991379310344826,339.57839372228784
141,35.8448275862069,352.88155316872167
142,36.69827586206897,337.2878897841241
143,37.55172413793103,339.3503610266578
144,38.4051724137931,343.91680693967487
145,39.258620689655174,347.48905051710494
146,40.11206896551724,346.59529294345214
147,40.96551724137931,349.4734526974254
148,41.81896551724138,349.9511561279761
149,42.672413793103445,351.727469765043
150,43.525862068965516,353.19473100254515
151,44.37931034482759,353.3290808235193
152,45.23275862068965,352.21229025270884
153,46.08620689655172,352.28530497493625
154,46.939655172413794,351.39000377853097
155,47.79310344827586,350.5146330741238
156,48.64655172413793,352.53680620055445
157,49.5,351.1113457207728
158,50.35344827586207,349.5451560233322
159,51.206896551724135,346.6925821579897
160,52.060344827586206,346.0752150192906
161,52.91379310344828,345.089987552273
162,53.76724137931034,343.7715561367854
163,54.62068965517241,340.6390674588775
164,55.474137931034484,339.17228433461725
165,56.32758620689655,338.7405207564241
166,57.18103448275862,335.0590214730305
167,58.03448275862069,331.39086837927516
168,58.887931034482754,331.41932294735744
169,59.741379310344826,330.12481085434325
170,60.5948275862069,326.6440508306564
171,61.44827586206897,326.68855634328816
172,62.30172413793103,326.4762604035059
173,63.1551724137931,326.17551351397185
174,64.00862068965517,323.648138615392
175,64.86206896551724,316.2225208742942
176,65.7155172413793,319.24937384649877
177,66.56896551724138,326.2222866494081
178,67.42241379310344,307.14948882614607
179,68.27586206896552,336.64199613298535
180,69.12931034482759,282.8421018701358
181,69.98275862068965,303.46443055945275
182,70.83620689655173,188.64037189394088
183,71.6896551724138,193.52107845313594
184,72.54310344827586,180.75208078093212
185,73.39655172413794,177.37601025437752
186,74.25,181.9516359416391
187,75.10344827586206,179.9290839670806
188,75.95689655172414,178.7215611633357
189,76.8103448275862,176.36408039017078
190,77.66379310344827,175.42572532370343
191,78.51724137931035,169.0510824505738
192,79.37068965517241,160.90278971415367
193,80.22413793103448,153.21673686000332
194,81.07758620689656,143.60933813195
195,81.93103448275862,137.1620630271865
196,82.78448275862068,128.10551541322909
197,83.63793103448276,126.02580477323025
198,84.49137931034483,94.57259240002476
199,85.34482758620689,82.33763355864589
200,86.19827586206897,75.5933954891486
201,87.05172413793103,71.58520825775332
202,87.9051724137931,67.21843609493239
203,88.75862068965517,64.47658323850152
204,89.61206896551724,58.55155441558985
205,90.4655172413793,62.89706101180104
206,91.31896551724138,61.37781839224944
207,92.17241379310344,62.93499223998562
208,93.02586206896551,60.0610672032977
209,93.87931034482759,61.710844755800906
210,94.73275862068965,62.55425017489244
211,95.58620689655172,60.11490639680136
212,96.4396551724138,61.547716160129994
213,97.29310344827586,63.29107732217507
214,98.14655172413794,64.74974618170133
215,0.0,55.4674917788973
216,0.8181818181818182,56.17020896146493
217,1.6363636363636365,57.357691990185
218,2.4545454545454546,58.31864496489245
219,3.272727272727273,58.417669047479265
220,4.090909090909091,61.89235020280482
221,4.909090909090909,62.95520959992884
222,5.7272727272727275,63.96558582347052
223,6.545454545454546,64.11671058904624
224,7.363636363636364,63.85716704305139
225,8.181818181818182,66.37247982755702
226,9.0,74.23616859917533
227,9.818181818181818,75.93890743850287
228,10.636363636363637,79.82194192601247
229,11.454545454545455,81.39263954830528
230,12.272727272727273,92.49298102513995
231,13.090909090909092,101.76433444602861
232,13.90909090909091,110.3728316683459
233,14.727272727272728,140.69668592266814
234,15.545454545454547,141.06357636412451
235,16.363636363636363,154.41003920989624
236,17.181818181818183,162.90367997113057
237,18.0,178.05276634265206
238,18.81818181818182,186.59102189954493
239,19.636363636363637,162.86518502496838
240,20.454545454545457,179.85962458568721
241,21.272727272727273,192.02498379942367
242,22.090909090909093,207.14151384689518
243,22.90909090909091,280.2590404392529
244,23.72727272727273,340.4853708997082
245,24.545454545454547,324.73423067360676
246,25.363636363636367,346.114703530606
247,26.181818181818183,336.82933456154046
248,27.0,338.22292537865485
249,27.81818181818182,338.112371936749
250,28.636363636363637,339.2018144301227
251,29.454545454545457,338.40593346727616
252,30.272727272727273,340.83906541568814
253,31.090909090909093,345.08370013577087
254,31.90909090909091,346.409426193292
255,32.72727272727273,348.91441173177253
256,33.54545454545455,349.96269550520776
257,34.36363636363637,350.4588267861392
258,35.18181818181819,354.3308510087067
259,36.0,352.723639195111
260,36.81818181818182,350.77561460231
261,37.63636363636364,352.15304519184815
262,38.45454545454546,353.7611039489009
263,39.27272727272727,355.9831010896895
264,40.09090909090909,355.7816514903091
265,40.909090909090914,356.61869117309413
266,41.72727272727273,355.49684626229794
267,42.54545454545455,356.2242204277693
268,43.36363636363637,355.18125054150835
269,44.18181818181819,355.52357962270935
270,45.0,354.81553489258914
271,45.81818181818182,352.9987728752575
272,46.63636363636364,353.6744834898468
273,47.45454545454546,353.28370104667374
274,48.27272727272727,356.07951604001335
275,49.09090909090909,357.4324535711878
276,49.909090909090914,356.53241222349857
277,50.727272727272734,355.36783764925474
278,51.54545454545455,354.39930316456855
279,52.36363636363637,354.63126640669486
280,53.18181818181819,354.77726853039303
281,54.0,354.3882755967825
282,54.81818181818182,352.04762805219815
283,55.63636363636364,350.99357959910344
284,56.45454545454546,346.8213312238445
285,57.27272727272727,346.35791654903744
286,58.09090909090909,339.814827550597
287,58.909090909090914,340.4077016309325
288,59.727272727272734,336.76170567084466
289,60.54545454545455,334.6773231814535
290,61.36363636363637,332.99280728683163
291,62.18181818181819,334.095838214188
292,63.00000000000001,329.6381015920008
293,63.81818181818182,329.33952670262283
294,64.63636363636364,310.8399183545083
295,65.45454545454545,316.2094305893788
296,66.27272727272728,317.05096453663776
297,67.0909090909091,247.95155262826287
298,67.9090909090909,216.80657303192174
299,68.72727272727273,199.91647144096402
300,69.54545454545455,179.7304447631726
301,70.36363636363637,186.3260442559521
302,71.18181818181819,181.31967951887285
303,72.0,187.44015739260792
304,72.81818181818183,185.1748022109681
305,73.63636363636364,182.36855068857668
306,74.45454545454545,181.71501086803318
307,75.27272727272728,179.67032543809816
308,76.0909090909091,178.47620346550482
309,76.90909090909092,177.80375768133874
310,77.72727272727273,178.601113965046
311,78.54545454545455,179.27523997574792
312,79.36363636363637,180.59113056086426
313,80.18181818181819,180.6224847716203
314,81.0,180.73754613837832
315,81.81818181818183,176.13058354320472
316,82.63636363636364,150.06076234926323
317,83.45454545454545,134.238601816172
318,84.27272727272728,130.57109076019862
319,85.0909090909091,111.24113631468563
320,85.90909090909092,93.25989834344003
321,86.72727272727273,72.89604450288387
322,87.54545454545455,66.79425402671791
323,88.36363636363637,61.40297079123911
324,89.18181818181819,56.969877491577336
325,90.0,54.42432062942697
326,90.81818181818183,51.88992065391466
327,91.63636363636364,45.46029475796647
328,92.45454545454545,43.10157089037262
329,93.27272727272728,40.44491417118282
330,94.0909090909091,39.79733027559554
331,94.90909090909092,38.308868130909715
332,95.72727272727273,37.72968174967096
333,96.54545454545455,38.23538895581873
334,97.36363636363637,39.49155636683243
335,98.18181818181819,40.49402323131521
336,0.0,42.21361897751431
337,0.8389830508474576,42.32710940076322
338,1.6779661016949152,43.4804961251466
339,2.516949152542373,41.29132487350916
340,3.3559322033898304,43.558783753413294
341,4.194915254237288,45.481522985906906
342,5.033898305084746,47.11386989564825
343,5.872881355932203,49.39474326708233
344,6.711864406779661,51.64557746654663
345,7.5508474576271185,54.70092598796842
346,8.389830508474576,57.853946214521415
347,9.228813559322035,60.86065012867441
348,10.067796610169491,65.55492986219747
349,10.906779661016948,78.13302738956509
350,11.745762711864407,86.31190571308855
351,12.584745762711865,91.60530231984842
352,13.423728813559322,78.76413686887429
353,14.262711864406779,100.21698559804243
354,15.101694915254237,100.28110741397049
355,15.940677966101696,101.51381312518521
356,16.779661016949152,99.46487931758645
357,17.61864406779661,156.88487265091464
358,18.45762711864407,230.10715430931498
359,19.296610169491526,243.4779872700453
360,20.135593220338983,285.7686708172227
361,20.97457627118644,329.4606979009646
362,21.813559322033896,347.3270247696139
363,22.652542372881356,347.1736733623688
364,23.491525423728813,341.0320082418283
365,24.33050847457627,331.6620268893247
366,25.16949152542373,332.50024136464697
367,26.008474576271187,339.27723702140366
368,26.847457627118644,342.7986330281865
369,27.6864406779661,344.86997349872854
370,28.525423728813557,347.42974717226525
371,29.364406779661017,349.40202257908544
372,30.203389830508474,350.36662287480965
373,31.04237288135593,349.68216961808264
374,31.88135593220339,351.27842580824966
375,32.720338983050844,352.7747973119944
376,33.559322033898304,352.8001782949502
377,34.398305084745765,356.87647617274877
378,35.23728813559322,356.5391194692635
379,36.07627118644068,357.5397695034271
380,36.91525423728814,357.5523370514999
381,37.75423728813559,357.96396523201986
382,38.59322033898305,356.7444176528701
383,39.432203389830505,356.2642007127048
384,40.271186440677965,355.6357413467936
385,41.110169491525426,356.95347608298584
386,41.94915254237288,356.74638838981673
387,42.78813559322034,356.56154981049787
