0,318.1901344
1,307.7786312
2,300.9462974
3,283.3725212
4,268.0878419
5,257.6562989
6,242.2369282
7,227.8646256
8,214.0058713
9,196.7927837
10,183.3718991
11,164.047081
12,156.7339155
13,146.8557134
14,145.0353314
15,132.2420319
16,133.0514093
17,128.6665371
18,134.645876
19,137.3433089
20,132.1909694
21,136.5926985
22,137.3367793
23,140.8922479
24,149.553037
25,157.9935663
26,167.8591188
27,182.2393991
28,194.7686981
29,211.47127
30,226.8114924
31,235.7436586
32,257.7602543
33,272.0176595
34,284.9843365
35,302.918856
36,317.7323205
37,324.7356687
38,330.8954338
39,329.4120396
0,325.4454892
0.579710145,325.5707686
1.15942029,324.9374051
1.739130435,323.0288044
2.31884058,320.1101279
2.898550725,315.4572801
3.47826087,309.5960353
4.057971014,306.7359892
4.637681159,300.2223246
5.217391304,289.597296
5.797101449,274.9589985
6.376811594,275.1970443
6.956521739,267.5287226
7.536231884,260.2066368
8.115942029,258.0180257
8.695652174,249.3629739
9.275362319,237.6043388
9.855072464,228.1283256
10.43478261,221.7762496
11.01449275,212.8194947
11.5942029,206.2225975
12.17391304,205.5607248
12.75362319,198.5705453
13.33333333,190.6327727
13.91304348,181.6838588
14.49275362,175.7663742
15.07246377,171.7595666
15.65217391,168.3122336
16.23188406,171.1783175
16.8115942,165.5134406
17.39130435,160.2438677
17.97101449,161.4923716
18.55072464,177.270819
19.13043478,168.7570155
19.71014493,166.5358653
20.28985507,164.0461247
20.86956522,156.1767359
21.44927536,154.783432
22.02898551,148.8429979
22.60869565,146.3173852
23.1884058,144.1735254
23.76811594,143.6554146
24.34782609,141.8709594
24.92753623,150.8216491
25.50724638,149.9330415
26.08695652,148.1697052
26.66666667,150.4483656
27.24637681,151.7855254
27.82608696,145.7181044
28.4057971,143.5021451
28.98550725,138.6350616
29.56521739,141.8374095
30.14492754,145.6679162
30.72463768,151.5762484
31.30434783,158.3308956
31.88405797,163.9850902
32.46376812,181.9359475
33.04347826,192.5075776
33.62318841,206.3773696
34.20289855,217.0176842
34.7826087,230.4385687
35.36231884,237.7680994
35.94202899,254.0348233
36.52173913,261.2571336
37.10144928,272.3480631
37.68115942,282.3195246
38.26086957,289.3493328
38.84057971,304.5627596
39.42028986,309.4970931
0,322.8437472
0.833333333,322.3510174
1.666666667,315.3773806
2.5,307.2589221
3.333333333,290.5689314
4.166666667,281.1153212
5,276.2776075
5.833333333,266.3737376
6.666666667,254.8643088
7.5,241.0465629
8.333333333,226.4065715
9.166666667,218.6300459
10,210.9247729
10.83333333,200.1996547
11.66666667,183.4383432
12.5,174.025277
13.33333333,156.7547885
14.16666667,145.9495112
15,142.4281116
15.83333333,140.0925694
16.66666667,134.9247389
17.5,133.6444336
18.33333333,134.871846
19.16666667,134.6797264
20,137.3602205
20.83333333,137.4042615
21.66666667,139.2554614
22.5,137.2171417
23.33333333,140.6511695
24.16666667,137.7807416
25,136.7919487
25.83333333,141.9160113
26.66666667,145.1982724
27.5,153.3932973
28.33333333,156.3009907
29.16666667,170.3831196
30,181.7792902
30.83333333,194.1095302
31.66666667,204.9200531
32.5,217.2566588
33.33333333,233.1249914
34.16666667,254.2062064
35,270.1149191
35.83333333,282.7785406
36.66666667,296.7658801
37.5,310.7452829
38.33333333,323.9759331
39.16666667,328.2437904
0,328.0518621
0.8,322.3601425
1.6,323.6198207
2.4,320.8442777
3.2,317.7748453
4,312.9638103
4.8,312.6963811
5.6,305.8006221
6.4,296.3730896
7.2,286.3696901
8,272.695146
8.8,266.172971
9.6,255.210654
10.4,238.8388545
11.2,220.9487586
12,209.2621136
12.8,198.3708306
13.6,187.5150645
14.4,178.9040265
15.2,165.2625814
16,159.0233949
16.8,149.6785213
17.6,142.9789253
18.4,140.2599909
19.2,138.2954646
20,137.4838196
20.8,142.2053927
21.6,145.2563016
22.4,146.9811157
23.2,144.3500721
24,143.1002568
24.8,143.8239837
25.6,142.1814598
26.4,140.3876882
27.2,148.7317751
28,147.4319081
28.8,158.1656051
29.6,172.6040239
30.4,193.9618342
31.2,212.1297822
32,226.5860142
32.8,250.5173032
33.6,263.2665616
34.4,275.2250344
35.2,288.4020676
36,313.2652402
36.8,322.3016351
37.6,328.3972648
38.4,334.0954047
39.2,332.1432001
0,330.9649378
0.869565217,326.6482172
1.739130435,323.2155691
2.608695652,322.9227452
3.47826087,317.5348188
4.347826087,311.7133256
5.217391304,303.3402787
6.086956522,290.3920022
6.956521739,279.821779
7.826086957,269.7849936
8.695652174,260.9235198
9.565217391,251.6174008
10.43478261,235.0138939
11.30434783,219.002783
12.17391304,205.8122124
13.04347826,195.6614312
13.91304348,182.2494805
14.7826087,172.889116
15.65217391,162.174489
16.52173913,152.2647861
17.39130435,147.2924903
18.26086957,139.4325545
19.13043478,137.0608669
20,141.5610873
20.86956522,145.2631318
21.73913043,141.9283056
22.60869565,141.6312197
23.47826087,142.9002962
24.34782609,141.473497
25.2173913,141.8899746
26.08695652,147.8839027
26.95652174,153.1590491
27.82608696,160.0884126
28.69565217,173.120031
29.56521739,185.7931738
30.43478261,202.0667826
31.30434783,220.5692186
32.17391304,236.0500609
33.04347826,259.9839044
33.91304348,273.6141206
34.7826087,279.1540324
35.65217391,295.9022436
36.52173913,310.4152345
37.39130435,322.2908844
38.26086957,325.0858798
39.13043478,328.7275864
0,328.5521325
0.754716981,324.4041449
1.509433962,323.0341593
2.264150943,323.6578102
3.018867925,324.0736048
3.773584906,322.5674934
4.528301887,323.9889651
5.283018868,312.6147876
6.037735849,300.9730854
6.79245283,287.229529
7.547169811,275.7405907
8.301886792,265.6903772
9.056603774,258.8508443
9.811320755,248.3983053
10.56603774,229.5815986
11.32075472,214.1719815
12.0754717,200.8539322
12.83018868,184.777716
13.58490566,171.4411159
14.33962264,168.4540556
15.09433962,158.5679578
15.8490566,150.0453298
16.60377358,147.5020678
17.35849057,138.2280916
18.11320755,134.5847048
18.86792453,135.1898596
19.62264151,140.2230533
20.37735849,139.0712375
21.13207547,144.0667013
21.88679245,147.9178898
22.64150943,141.1420143
23.39622642,148.8406756
24.1509434,143.2695635
24.90566038,142.3224349
25.66037736,150.1326469
26.41509434,156.5466043
27.16981132,166.254762
27.9245283,179.0506023
28.67924528,188.6086871
29.43396226,206.1005557
30.18867925,222.721821
30.94339623,240.0795174
31.69811321,252.3444334
32.45283019,269.5570156
33.20754717,281.3683797
33.96226415,292.0400449
34.71698113,316.1480308
35.47169811,326.4085732
36.22641509,333.7166024
36.98113208,335.2122499
37.73584906,333.424243
38.49056604,332.267209
39.24528302,328.7851376
0,328.8162969
0.816326531,328.5049769
1.632653061,327.5434228
2.448979592,326.0233779
3.265306122,318.8156022
4.081632653,316.109331
4.897959184,303.1344577
5.714285714,289.3267522
6.530612245,278.5838755
7.346938776,270.0792655
8.163265306,264.5077982
8.979591837,248.6522244
9.795918367,236.1846703
10.6122449,216.1377646
11.42857143,208.6761381
12.24489796,187.4491122
13.06122449,179.6606202
13.87755102,170.8379282
14.69387755,159.8518148
15.51020408,153.0160249
16.32653061,144.4877961
17.14285714,144.221528
17.95918367,134.2916077
18.7755102,134.2947223
19.59183673,137.7600597
20.40816327,139.196148
21.2244898,144.0226602
22.04081633,145.3095771
22.85714286,138.2232559
23.67346939,137.3856561
24.48979592,136.1153502
25.30612245,144.238057
26.12244898,150.3749001
26.93877551,159.6425925
27.75510204,167.3322927
28.57142857,182.7118569
29.3877551,198.9015909
30.20408163,210.9164401
31.02040816,227.2241724
31.83673469,248.4391225
32.65306122,266.4368622
33.46938776,275.4311558
34.28571429,289.6018586
35.10204082,311.8066533
35.91836735,321.6790087
36.73469388,327.4928248
37.55102041,329.1211282
38.36734694,329.8733779
39.18367347,329.1982411
0,328.9119332
0.833333333,328.721207
1.666666667,326.2089678
2.5,325.4897898
3.333333333,326.9599061
4.166666667,316.0457283
5,307.6070295
5.833333333,287.8881095
6.666666667,275.405488
7.5,264.2079529
8.333333333,254.3884358
9.166666667,232.7248243
10,216.6459579
10.83333333,199.2803659
11.66666667,183.1108766
12.5,165.9382784
13.33333333,159.776956
14.16666667,150.956477
15,143.7401089
15.83333333,142.1493852
16.66666667,134.6959276
17.5,133.3934925
18.33333333,133.8271002
19.16666667,134.2816903
20,134.6651371
20.83333333,134.5620013
21.66666667,134.5003383
22.5,138.0684018
23.33333333,142.4021022
24.16666667,145.5250286
25,151.3494861
25.83333333,163.3276708
26.66666667,177.4325578
27.5,194.5906214
28.33333333,211.4498779
29.16666667,223.4236639
30,243.8763102
30.83333333,262.4097827
31.66666667,276.5413621
32.5,285.6724234
33.33333333,305.5650079
34.16666667,317.124543
35,324.272978
35.83333333,324.3904572
36.66666667,326.1772484
37.5,325.380097
38.33333333,324.6841417
39.16666667,320.285896
0,313.1874444
0.909090909,302.3963875
1.818181818,289.5034219
2.727272727,277.6420334
3.636363636,273.20058
4.545454545,262.8649192
5.454545455,251.0998637
6.363636364,237.024647
7.272727273,224.2154195
8.181818182,212.3796852
9.090909091,199.8967768
10,181.0728028
10.90909091,169.2689518
11.81818182,160.0358475
12.72727273,147.7590742
13.63636364,140.2172066
14.54545455,136.6681311
15.45454545,133.5562696
16.36363636,134.3476153
17.27272727,136.3773289
18.18181818,135.0442126
19.09090909,135.758104
20,134.5713996
20.90909091,133.6841034
21.81818182,138.1974377
22.72727273,149.1431437
23.63636364,145.2464662
24.54545455,155.0275976
25.45454545,167.9685658
26.36363636,180.3529828
27.27272727,199.3399798
28.18181818,218.4162883
29.09090909,226.1173813
30,248.6162976
30.90909091,266.8482855
31.81818182,277.9050777
32.72727273,302.4841008
33.63636364,316.9085451
34.54545455,329.0955423
35.45454545,329.3717142
36.36363636,331.1249418
37.27272727,327.7692835
38.18181818,329.1384632
39.09090909,328.9206895
0,325.1742078
0.8,324.3910173
1.6,323.4517297
2.4,322.2632904
3.2,321.6286019
4,321.6318804
4.8,321.3607902
5.6,311.3883042
6.4,301.933287
7.2,286.5775191
8,273.6817531
8.8,258.9389537
9.6,246.8071171
10.4,232.5075423
11.2,215.4790611
12,204.6328027
12.8,194.8532012
13.6,178.8288944
14.4,170.3455262
15.2,160.9530872
16,149.7379713
16.8,148.1657983
17.6,143.5029921
18.4,139.3453467
19.2,139.0568668
20,139.6124344
20.8,139.1651663
21.6,140.02883
22.4,142.1282116
23.2,143.6037784
24,137.3298671
24.8,136.6829389
25.6,143.0666523
26.4,150.4112367
27.2,149.2729993
28,162.712462
28.8,179.1842555
29.6,190.8668296
30.4,202.6772375
31.2,216.5450351
32,229.9508386
32.8,243.6793549
33.6,255.4515138
34.4,268.088361
35.2,287.3443854
36,298.5043408
36.8,321.5135679
37.6,325.6685632
38.4,325.5650175
39.2,326.38811
0,323.6269787
0.816326531,320.9145603
1.632653061,319.5837936
2.448979592,319.5151775
3.265306122,317.0007253
4.081632653,315.4838223
4.897959184,313.9841313
5.714285714,312.7221036
6.530612245,305.0128417
7.346938776,298.4811865
8.163265306,285.7456977
8.979591837,267.8596726
9.795918367,258.6634512
10.6122449,250.8592771
11.42857143,240.8467935
12.24489796,228.5591466
13.06122449,213.84487
13.87755102,203.9644004
14.69387755,193.968118
15.51020408,173.8227482
16.32653061,166.227933
17.14285714,155.3087555
17.95918367,139.9919743
18.7755102,140.5640436
19.59183673,133.6676836
20.40816327,134.7110906
21.2244898,136.9419124
22.04081633,139.5124677
22.85714286,140.285973
23.67346939,135.5156869
24.48979592,143.2093759
25.30612245,142.3319971
26.12244898,140.9956296
26.93877551,151.0495042
27.75510204,151.8985513
28.57142857,160.1202686
29.3877551,171.4100795
30.20408163,185.7417015
31.02040816,198.4874356
31.83673469,209.222881
32.65306122,222.637154
33.46938776,243.3190761
34.28571429,260.9092994
35.10204082,274.0908678
35.91836735,286.8436779
36.73469388,312.220877
37.55102041,328.1527167
38.36734694,330.6476072
39.18367347,335.6411858
0,311.0915325
0.869565217,303.4948868
1.739130435,291.7448714
2.608695652,277.2337794
3.47826087,271.3874516
4.347826087,264.0004791
5.217391304,252.2882619
6.086956522,248.3007975
6.956521739,234.8558707
7.826086957,223.6026695
8.695652174,215.0232962
9.565217391,206.9776066
10.43478261,194.8883357
11.30434783,179.1928888
12.17391304,169.4501431
13.04347826,162.9883197
