,Frames,Angles
1906,1.666666667,338.4418776
1907,2.083333333,339.2024464
1908,2.5,340.2345427
1909,2.916666667,340.3864461
1910,3.333333333,343.4429421
1911,3.75,344.8133922
1912,4.166666667,347.280197
1913,4.583333333,345.3746698
1914,5,351.6229952
1915,5.416666667,353.4871177
1916,5.833333333,353.85506
1917,6.25,353.8902765
1918,6.666666667,350.8427827
1919,7.083333333,348.0862413
1920,7.5,345.6358973
1921,7.916666667,343.7534561
1922,8.333333333,339.6846851
1923,8.75,333.1291925
1924,9.166666667,328.0364259
1925,9.583333333,321.8458156
1926,10,317.7534668
1927,10.41666667,308.4602158
1928,10.83333333,306.1650263
1929,11.25,304.7088847
1930,11.66666667,298.3890199
1931,12.08333333,288.0721967
1932,12.5,285.3047544
1933,12.91666667,275.4960563
1934,13.33333333,266.6396369
1935,13.75,256.1372921
1936,14.16666667,251.3996543
1937,14.58333333,242.9382247
1938,15,235.6608767
1939,15.41666667,225.1369213
1940,15.83333333,218.1156507
1941,16.25,205.5906411
1942,16.66666667,199.6698506
1943,17.08333333,194.1575055
1944,17.5,191.7749716
1945,17.91666667,190.4968519
1946,18.33333333,181.048378
1947,18.75,172.6213726
1948,19.16666667,161.8480606
1949,19.58333333,159.8902825
1950,20,158.8065773
1951,20.41666667,156.2601735
1952,20.83333333,147.9328615
1953,21.25,147.550972
1954,21.66666667,144.2896933
1955,22.08333333,139.1460144
1956,22.5,136.5999931
1957,22.91666667,137.2106393
1958,23.33333333,137.9176186
1959,23.75,138.9603972
1960,24.16666667,136.0446168
1961,24.58333333,141.144719
1962,25,145.5283071
1963,25.41666667,137.4517723
1964,25.83333333,137.7363453
1965,26.25,136.002816
1966,26.66666667,140.6913037
1967,27.08333333,141.3624381
1968,27.5,142.6656382
1969,27.91666667,133.4948525
1970,28.33333333,143.7687684
1971,28.75,137.73487
1972,29.16666667,140.998471
1973,29.58333333,146.7627408
1974,30,161.6936163
1975,30.41666667,174.9364242
1976,30.83333333,179.506094
1977,31.25,191.499633
1978,31.66666667,193.5734696
1979,32.08333333,212.8215438
1980,32.5,227.1646405
1981,32.91666667,247.3717279
1982,33.33333333,254.1669465
1983,33.75,270.1184025
1984,34.16666667,284.5122475
1985,34.58333333,298.321524
1986,35,304.9637053
1987,35.41666667,313.004928
1988,35.83333333,310.4334301
1989,36.25,327.1988398
1990,36.66666667,337.1578293
1991,37.08333333,341.0418027
1992,37.5,343.5052744
1993,37.91666667,341.9261073
1994,38.33333333,341.6146644
1995,38.75,345.8149165
1996,39.16666667,342.7133822
1997,39.58333333,340.2181775
1998,0,338.0365332
1999,0.555555556,332.3276152
2000,1.111111111,329.2162318
2001,1.666666667,327.7345042
2002,2.222222222,325.670421
2003,2.777777778,322.5637095
2004,3.333333333,315.4783581
2005,3.888888889,312.6947145
2006,4.444444444,300.6791004
2007,5,292.0948776
2008,5.555555556,283.1067448
2009,6.111111111,273.6714122
2010,6.666666667,262.8583758
2011,7.222222222,247.2670211
2012,7.777777778,231.4934505
2013,8.333333333,223.5120193
2014,8.888888889,210.7546466
2015,9.444444444,200.2741311
2016,10,192.044081
2017,10.55555556,188.9901122
2018,11.11111111,184.0414216
2019,11.66666667,177.1417557
2020,12.22222222,171.8681667
2021,12.77777778,171.4027029
2022,13.33333333,167.2427625
2023,13.88888889,159.2753196
2024,14.44444444,161.9914126
2025,15,153.133149
2026,15.55555556,151.6318734
2027,16.11111111,149.0567282
2028,16.66666667,150.9074909
2029,17.22222222,144.3628309
2030,17.77777778,154.6244798
2031,18.33333333,156.4963342
2032,18.88888889,155.5118853
2033,19.44444444,143.5560763
2034,20,148.7132516
2035,20.55555556,150.1111455
2036,21.11111111,149.2568254
2037,21.66666667,145.7801772
2038,22.22222222,146.3569457
2039,22.77777778,149.2811409
2040,23.33333333,150.8126059
2041,23.88888889,154.7654003
2042,24.44444444,153.1345424
2043,25,150.6720952
2044,25.55555556,164.4437783
2045,26.11111111,157.6329323
2046,26.66666667,171.8465559
2047,27.22222222,168.8955317
2048,27.77777778,183.1427872
2049,28.33333333,188.0984173
2050,28.88888889,104.8701476
2051,29.44444444,204.0522093
2052,30,216.4896559
2053,30.55555556,237.9619128
2054,31.11111111,244.6936926
2055,31.66666667,259.2749444
2056,32.22222222,270.7410015
2057,32.77777778,282.7435564
2058,33.33333333,297.0103599
2059,33.88888889,305.2855302
2060,34.44444444,319.8155555
2061,35,328.6331385
2062,35.55555556,333.8853491
2063,36.11111111,340.1470616
2064,36.66666667,343.4433346
2065,37.22222222,344.9086424
2066,37.77777778,345.4687862
2067,38.33333333,344.977477
2068,38.88888889,344.6591492
2069,39.44444444,345.6898658
2070,0,343.9624053
2071,0.606060606,343.2722283
2072,1.212121212,339.5067314
2073,1.818181818,331.4575993
2074,2.424242424,322.4607239
2075,3.03030303,317.6064538
2076,3.636363636,308.8829089
2077,4.242424242,299.4941991
2078,4.848484848,288.5077306
2079,5.454545455,277.3537994
2080,6.060606061,268.7719946
2081,6.666666667,259.8252118
2082,7.272727273,251.2957808
2083,7.878787879,241.7336253
2084,8.484848485,230.5392731
2085,9.090909091,226.3552358
2086,9.696969697,215.760902
2087,10.3030303,208.3647087
2088,10.90909091,195.947698
2089,11.51515152,185.9442849
2090,12.12121212,186.5024753
2091,12.72727273,182.1068115
2092,13.33333333,178.4236729
2093,13.93939394,173.4377988
2094,14.54545455,169.8402835
2095,15.15151515,161.5424506
2096,15.75757576,156.0190405
2097,16.36363636,155.7339211
2098,16.96969697,152.1770864
2099,17.57575758,148.9888634
2100,18.18181818,145.637235
2101,18.78787879,154.8662685
2102,19.39393939,157.0968171
2103,20,152.018708
2104,20.60606061,150.5861988
2105,21.21212121,147.0417404
2106,21.81818182,149.5830079
2107,22.42424242,145.7196617
2108,23.03030303,152.2364271
2109,23.63636364,148.7960608
2110,24.24242424,161.6950643
2111,24.84848485,186.6165941
2112,25.45454545,167.1655268
2113,26.06060606,158.8389524
2114,26.66666667,165.5704864
2115,27.27272727,169.8223064
2116,27.87878788,175.2717319
2117,28.48484848,188.2090391
2118,29.09090909,189.0582775
2119,29.6969697,194.0445068
2120,30.3030303,206.7056285
2121,30.90909091,212.4873016
2122,31.51515152,227.4764523
2123,32.12121212,238.2782326
2124,32.72727273,251.7238697
2125,33.33333333,264.5699393
2126,33.93939394,278.3670034
2127,34.54545455,287.8784653
2128,35.15151515,295.9190596
2129,35.75757576,306.5151692
2130,36.36363636,316.7280915
2131,36.96969697,326.7525962
2132,37.57575758,324.9551909
2133,38.18181818,327.9364865
2134,38.78787879,327.7398181
2135,39.39393939,330.7187504
2136,0,331.8860298
2137,0.540540541,333.8697353
2138,1.081081081,334.2517068
2139,1.621621622,334.3763987
2140,2.162162162,333.7066987
2141,2.702702703,335.1876749
2142,3.243243243,337.1863522
2143,3.783783784,337.2218828
2144,4.324324324,334.8555501
2145,4.864864865,334.8380512
2146,5.405405405,336.6679545
2147,5.945945946,333.2707687
2148,6.486486486,333.6249003
2149,7.027027027,334.0194257
2150,7.567567568,335.1852844
2151,8.108108108,332.0739283
2152,8.648648649,324.1946494
2153,9.189189189,317.4767212
2154,9.72972973,311.7498398
2155,10.27027027,303.9757731
2156,10.81081081,296.6460376
2157,11.35135135,283.9090462
2158,11.89189189,268.9976094
2159,12.43243243,250.6681957
2160,12.97297297,135.5574977
2161,13.51351351,229.6279892
2162,14.05405405,221.2418283
2163,14.59459459,38.86853702
2164,15.13513514,203.2778571
2165,15.67567568,106.3189127
2166,16.21621622,192.4767872
2167,16.75675676,185.3402503
2168,17.2972973,182.4573095
2169,17.83783784,176.8274304
2170,18.37837838,175.2726335
2171,18.91891892,157.9714364
2172,19.45945946,164.00722
2173,20,146.4724578
2174,20.54054054,142.901471
2175,21.08108108,142.53428
2176,21.62162162,143.5870034
2177,22.16216216,146.1561381
2178,22.7027027,144.3152655
2179,23.24324324,153.0200411
2180,23.78378378,153.6940988
2181,24.32432432,151.2977406
2182,24.86486486,145.5203021
2183,25.40540541,145.130954
2184,25.94594595,147.9385169
2185,26.48648649,158.0418967
2186,27.02702703,151.0456246
2187,27.56756757,161.0111165
2188,28.10810811,167.0605331
2189,28.64864865,175.3885554
2190,29.18918919,185.4374303
2191,29.72972973,185.7286422
2192,30.27027027,190.4689028
2193,30.81081081,196.3226481
2194,31.35135135,204.4091823
2195,31.89189189,220.4019883
2196,32.43243243,231.2921511
2197,32.97297297,242.5361998
2198,33.51351351,256.4581471
2199,34.05405405,268.0485683
2200,34.59459459,278.4207023
2201,35.13513514,287.4455815
2202,35.67567568,304.0335838
2203,36.21621622,315.8069995
2204,36.75675676,323.4791461
2205,37.2972973,334.5982979
2206,37.83783784,334.1913006
2207,38.37837838,346.3464555
2208,38.91891892,343.9064797
2209,39.45945946,343.3731102
2210,0,345.7579254
2211,0.5,343.5362425
2212,1,345.4100912
2213,1.5,344.0705818
2214,2,339.0333036
2215,2.5,339.3482437
2216,3,342.368526
2217,3.5,342.3139118
2218,4,337.2122796
2219,4.5,335.0134368
2220,5,330.8534828
2221,5.5,327.4784267
2222,6,320.8130091
2223,6.5,309.9023146
2224,7,302.4530917
2225,7.5,297.1313498
2226,8,296.094732
2227,8.5,283.5257906
2228,9,276.0084844
2229,9.5,263.1633574
2230,10,252.923852
2231,10.5,246.7488966
2232,11,232.0712025
2233,11.5,219.5267678
2234,12,213.6223971
2235,12.5,115.1705988
2236,13,110.9147284
2237,13.5,195.7384484
2238,14,191.85371
2239,14.5,183.2349128
2240,15,176.4083027
2241,15.5,173.3622296
2242,16,168.2616902
2243,16.5,188.2140388
2244,17,89.09006102
2245,17.5,159.8279638
2246,18,31.67119103
2247,18.5,184.4956291
2248,19,177.9192225
2249,19.5,186.9465742
2250,20,183.3631565
2251,20.5,168.5031237
2252,21,150.0886332
2253,21.5,149.6984928
2254,22,146.8322722
2255,22.5,144.7983511
2256,23,147.2640221
2257,23.5,149.0972722
2258,24,149.0213751
2259,24.5,155.0946154
2260,25,156.0156528
2261,25.5,167.6803864
2262,26,100.4958008
2263,26.5,186.4608112
2264,27,177.8160593
2265,27.5,170.2618701
2266,28,178.7798536
2267,28.5,186.6875461
2268,29,197.3805078
2269,29.5,203.5371037
2270,30,213.8210737
2271,30.5,228.6955864
2272,31,243.8931125
2273,31.5,253.5415743
2274,32,265.8449034
2275,32.5,274.8221898
2276,33,285.7730185
2277,33.5,299.9694437
2278,34,309.0305093
2279,34.5,313.0414969
2280,35,324.2757784
2281,35.5,329.7966749
2282,36,329.6909163
2283,36.5,337.3131615
2284,37,340.0979389
2285,37.5,340.3561883
2286,38,339.4956665
2287,38.5,342.8562425
2288,39,340.9977207
2289,39.5,340.74652
2290,0,331.0338681
2291,0.555555556,324.5181271
2292,1.111111111,319.261313
2293,1.666666667,314.8617559
2294,2.222222222,307.6870794
2295,2.777777778,305.1657423
2296,3.333333333,301.6216255
2297,3.888888889,289.8447128
2298,4.444444444,280.5460523
2299,5,269.8458233
2300,5.555555556,256.9271898
2301,6.111111111,243.6591375
2302,6.666666667,239.0731573
2303,7.222222222,226.040528
2304,7.777777778,221.6021618
2305,8.333333333,212.0245973
2306,8.888888889,209.9661969
2307,9.444444444,200.5080514
2308,10,192.9504744
2309,10.55555556,185.9891456
2310,11.11111111,182.1328481
2311,11.66666667,173.5844566
2312,12.22222222,170.6186518
2313,12.77777778,169.711029
2314,13.33333333,158.8729121
2315,13.88888889,155.8977091
2316,14.44444444,151.2285098
2317,15,154.143935
2318,15.55555556,153.8039829
2319,16.11111111,154.3489227
2320,16.66666667,154.9415645
2321,17.22222222,157.7607115
2322,17.77777778,161.1191974
2323,18.33333333,164.4244353
2324,18.88888889,167.1210759
2325,19.44444444,165.959288
2326,20,168.7395029
2327,20.55555556,167.7256842
2328,21.11111111,163.8873092
2329,21.66666667,167.9823081
2330,22.22222222,165.5974793
2331,22.77777778,161.5440079
2332,23.33333333,161.2044655
2333,23.88888889,158.0980955
2334,24.44444444,159.9014567
2335,25,158.4511343
2336,25.55555556,166.7864239
2337,26.11111111,172.1429315
2338,26.66666667,183.0758514
2339,27.22222222,188.8812663
2340,27.77777778,196.7189357
2341,28.33333333,212.6453249
2342,28.88888889,220.0589762
2343,29.44444444,226.4903369
2344,30,239.3015315
2345,30.55555556,242.6557281
2346,31.11111111,245.8001286
2347,31.66666667,263.9650167
2348,32.22222222,283.1302407
2349,32.77777778,293.1712881
2350,33.33333333,303.4193996
2351,33.88888889,313.876023
2352,34.44444444,316.2799764
2353,35,323.5486774
2354,35.55555556,328.2985549
2355,36.11111111,329.6789634
2356,36.66666667,332.7133433
2357,37.22222222,331.9431985
2358,37.77777778,332.9287401
2359,38.33333333,338.8317448
2360,38.88888889,336.104136
2361,39.44444444,339.1623942
2362,0,340.9123433
2363,0.434782609,343.161347
2364,0.869565217,341.2808047
2365,1.304347826,340.3414488
2366,1.739130435,337.6521848
2367,2.173913043,337.396681
2368,2.608695652,336.3749804
2369,3.043478261,331.8166897
2370,3.47826087,331.9128041
2371,3.913043478,334.3983783
2372,4.347826087,333.6292307
2373,4.782608696,332.4819091
2374,5.217391304,334.4407937
2375,5.652173913,335.2487231
2376,6.086956522,337.3926649
2377,6.52173913,339.7293272
2378,6.956521739,335.04267
2379,7.391304348,332.1333782
2380,7.826086957,328.3501911
2381,8.260869565,327.0789836
2382,8.695652174,319.3016521
2383,9.130434783,315.2334548
2384,9.565217391,307.3874116
2385,10,301.7728049
2386,10.43478261,297.3124455
2387,10.86956522,288.5964001
2388,11.30434783,280.5735643
2389,11.73913043,268.1006416
2390,12.17391304,263.0314392
2391,12.60869565,255.0431231
2392,13.04347826,247.562536
2393,13.47826087,233.8539092
2394,13.91304348,217.4552807
2395,14.34782609,211.1873254
2396,14.7826087,205.5711614
2397,15.2173913,198.1893661
2398,15.65217391,194.3650886
2399,16.08695652,188.9435303
2400,16.52173913,183.7821476
2401,16.95652174,180.6229392
2402,17.39130435,170.8734999
2403,17.82608696,169.21207
2404,18.26086957,165.3895683
2405,18.69565217,162.6732567
2406,19.13043478,161.6285656
2407,19.56521739,154.9966432
2408,20,157.4842254
2409,20.43478261,153.9765134
2410,20.86956522,150.4747301
2411,21.30434783,148.6211807
2412,21.73913043,148.2684424
2413,22.17391304,150.8621111
2414,22.60869565,153.3905652
2415,23.04347826,147.9496638
2416,23.47826087,152.9569848
2417,23.91304348,156.3146784
2418,24.34782609,155.1771241
2419,24.7826087,151.9202167
2420,25.2173913,158.7264729
2421,25.65217391,154.6783564
2422,26.08695652,157.5928254
2423,26.52173913,157.095533
2424,26.95652174,149.2581914
2425,27.39130435,148.0342762
2426,27.82608696,146.894099
2427,28.26086957,153.9127741
2428,28.69565217,155.0443452
2429,29.13043478,165.4582254
2430,29.56521739,167.3554333
2431,30,171.2387237
2432,30.43478261,176.471359
2433,30.86956522,184.0985493
2434,31.30434783,191.4811915
2435,31.73913043,197.7430816
2436,32.17391304,200.8177868
2437,32.60869565,207.6893123
2438,33.04347826,225.8601563
2439,33.47826087,232.3210508
2440,33.91304348,241.4001208
2441,34.34782609,254.8628061
2442,34.7826087,265.0419873
2443,35.2173913,276.8268913
2444,35.65217391,293.5769467
2445,36.08695652,302.0969793
2446,36.52173913,314.7242779
2447,36.95652174,323.4745425
2448,37.39130435,328.9412893
2449,37.82608696,334.5360202
2450,38.26086957,337.2400375
2451,38.69565217,341.378695
2452,39.13043478,340.5239515
2453,39.56521739,339.4708865
2454,0,342.7448148
2455,0.487804878,336.0749028
2456,0.975609756,336.6830629
2457,1.463414634,336.6685146
2458,1.951219512,336.8117846
2459,2.43902439,336.9586473
2460,2.926829268,337.758845
2461,3.414634146,335.8115034
2462,3.902439024,336.7537143
2463,4.390243902,339.4478551
2464,4.87804878,338.6551844
2465,5.365853659,340.7893589
2466,5.853658537,338.9936749
2467,6.341463415,339.0394918
2468,6.829268293,338.2373407
2469,7.317073171,335.5308783
2470,7.804878049,338.5406011
2471,8.292682927,336.2845896
2472,8.780487805,331.3297792
2473,9.268292683,329.5738878
2474,9.756097561,327.6562712
2475,10.24390244,315.210642
2476,10.73170732,310.2889443
2477,11.2195122,297.8768377
2478,11.70731707,287.6118693
2479,12.19512195,277.4891738
2480,12.68292683,267.5042159
2481,13.17073171,255.3773106
2482,13.65853659,241.3270651
2483,14.14634146,231.9587776
2484,14.63414634,213.8533668
2485,15.12195122,204.249028
2486,15.6097561,202.1032558
2487,16.09756098,191.6244069
2488,16.58536585,186.4810012
2489,17.07317073,176.9667663
2490,17.56097561,170.7951439
2491,18.04878049,174.6728063
2492,18.53658537,165.2972241
2493,19.02439024,157.761613
2494,19.51219512,152.5457801
2495,20,143.968893
2496,20.48780488,139.9547088
2497,20.97560976,140.0676255
2498,21.46341463,140.9310707
2499,21.95121951,141.8149245
2500,22.43902439,143.2646458
2501,22.92682927,144.4257506
2502,23.41463415,144.3555636
2503,23.90243902,144.456104
2504,24.3902439,140.7693045
2505,24.87804878,144.343925
2506,25.36585366,138.8810577
2507,25.85365854,144.2320738
2508,26.34146341,145.673271
2509,26.82926829,152.7724604
2510,27.31707317,160.948552
2511,27.80487805,167.694402
2512,28.29268293,176.9930762
2513,28.7804878,181.3111217
2514,29.26829268,182.58946
2515,29.75609756,195.4745572
2516,30.24390244,198.5562839
2517,30.73170732,212.123799
2518,31.2195122,224.8104382
2519,31.70731707,236.5077382
2520,32.19512195,256.6269347
2521,32.68292683,268.6709351
2522,33.17073171,274.8709027
2523,33.65853659,289.5658771
2524,34.14634146,305.6383505
2525,34.63414634,314.2384602
2526,35.12195122,325.5244735
2527,35.6097561,331.2301404
2528,36.09756098,338.3792857
2529,36.58536585,336.3351057
2530,37.07317073,335.5643325
2531,37.56097561,337.340373
2532,38.04878049,338.2215083
2533,38.53658537,337.2550229
2534,39.02439024,338.157045
2535,39.51219512,337.6135805
2536,0,339.0024995
2537,0.571428571,338.7342506
2538,1.142857143,337.6200965
2539,1.714285714,336.9991777
2540,2.285714286,334.8244318
2541,2.857142857,332.9297783
2542,3.428571429,327.939082
2543,4,323.6342597
2544,4.571428571,316.5672405
2545,5.142857143,306.5950687
2546,5.714285714,298.7632186
2547,6.285714286,289.1301247
2548,6.857142857,280.3203828
2549,7.428571429,273.7941644
2550,8,264.0175272
2551,8.571428571,254.8324254
2552,9.142857143,248.3861475
2553,9.714285714,236.715376
2554,10.28571429,225.1849785
2555,10.85714286,211.6348121
2556,11.42857143,201.0272004
2557,12,196.7208208
2558,12.57142857,190.6366522
2559,13.14285714,188.0120018
2560,13.71428571,183.9250078
2561,14.28571429,176.6038647
2562,14.85714286,172.2375433
2563,15.42857143,166.2295723
2564,16,161.4716898
2565,16.57142857,161.2162681
2566,17.14285714,149.6984381
2567,17.71428571,142.5808892
2568,18.28571429,140.7220396
2569,18.85714286,141.0257918
2570,19.42857143,143.5355857
2571,20,146.9807878
2572,20.57142857,143.3094245
2573,21.14285714,152.7504398
2574,21.71428571,157.002014
2575,22.28571429,155.2680476
2576,22.85714286,156.928931
2577,23.42857143,154.614781
2578,24,155.6923662
2579,24.57142857,146.2079929
2580,25.14285714,149.0532858
2581,25.71428571,147.6057228
2582,26.28571429,157.406252
2583,26.85714286,161.0583541
2584,27.42857143,166.5216312
2585,28,172.8826956
2586,28.57142857,178.8313533
2587,29.14285714,187.6619409
2588,29.71428571,194.233867
2589,30.28571429,202.7107328
2590,30.85714286,211.8581866
2591,31.42857143,221.3460024
2592,32,237.4572711
2593,32.57142857,245.6293739
2594,33.14285714,257.8641825
2595,33.71428571,273.8511828
2596,34.28571429,284.3871048
2597,34.85714286,299.6087687
2598,35.42857143,310.6482942
2599,36,318.6612672
2600,36.57142857,330.9700877
2601,37.14285714,334.1381617
2602,37.71428571,336.6390901
2603,38.28571429,340.4186846
2604,38.85714286,340.5398521
2605,39.42857143,340.7726933
2606,0,340.1802017
2607,0.526315789,346.3135203
2608,1.052631579,347.5268624
2609,1.578947368,341.9488519
2610,2.105263158,345.9292129
2611,2.631578947,346.2448769
2612,3.157894737,345.3556409
2613,3.684210526,345.291847
2614,4.210526316,341.2760782
2615,4.736842105,334.2534553
2616,5.263157895,334.340349
2617,5.789473684,333.3916084
2618,6.315789474,325.9136031
2619,6.842105263,320.2140015
2620,7.368421053,315.5996896
2621,7.894736842,308.0473718
2622,8.421052632,299.0217686
2623,8.947368421,290.4416577
2624,9.473684211,285.7988366
2625,10,278.9810783
2626,10.52631579,274.0191645
2627,11.05263158,265.593088
2628,11.57894737,255.8088693
2629,12.10526316,250.288041
2630,12.63157895,244.3284141
2631,13.15789474,230.3284661
2632,13.68421053,214.6750932
2633,14.21052632,207.3182145
2634,14.73684211,204.616902
2635,15.26315789,191.611047
2636,15.78947368,190.2298735
2637,16.31578947,181.4587085
2638,16.84210526,178.8140865
2639,17.36842105,170.3804968
2640,17.89473684,168.1760669
2641,18.42105263,163.799309
2642,18.94736842,160.1920675
2643,19.47368421,155.7082123
2644,20,153.9342482
2645,20.52631579,152.3778394
2646,21.05263158,152.3918276
2647,21.57894737,153.4352073
2648,22.10526316,159.9677368
2649,22.63157895,157.7846718
2650,23.15789474,161.3789359
2651,23.68421053,158.0160512
2652,24.21052632,157.4459763
2653,24.73684211,152.6776573
2654,25.26315789,153.5792423
2655,25.78947368,152.9983484
2656,26.31578947,158.9280181
2657,26.84210526,165.7090572
2658,27.36842105,169.7742492
2659,27.89473684,177.0952558
2660,28.42105263,182.5803075
2661,28.94736842,191.7683599
2662,29.47368421,200.514062
2663,30,202.7198579
2664,30.52631579,219.5115228
2665,31.05263158,230.8639256
2666,31.57894737,243.8731137
2667,32.10526316,256.6878054
2668,32.63157895,272.4247115
2669,33.15789474,282.931933
2670,33.68421053,295.0602999
2671,34.21052632,302.7824161
2672,34.73684211,310.6055645
2673,35.26315789,321.2487341
2674,35.78947368,325.9841453
2675,36.31578947,328.6412664
2676,36.84210526,329.3218538
2677,37.36842105,331.776255
2678,37.89473684,329.5956761
2679,38.42105263,329.7345065
2680,38.94736842,325.2644756
2681,39.47368421,328.0137223
2682,0,326.4880903
2683,0.487804878,328.9979662
2684,0.975609756,327.8079014
2685,1.463414634,328.3915821
2686,1.951219512,328.2534073
2687,2.43902439,329.923976
2688,2.926829268,329.3080022
2689,3.414634146,327.8168216
2690,3.902439024,329.4529388
2691,4.390243902,329.3623432
2692,4.87804878,330.5600578
2693,5.365853659,330.8740553
2694,5.853658537,326.5042642
2695,6.341463415,325.7258685
2696,6.829268293,318.9817124
2697,7.317073171,313.700091
2698,7.804878049,306.3762294
2699,8.292682927,295.4220404
2700,8.780487805,290.18028
2701,9.268292683,280.5450004
2702,9.756097561,271.3181252
2703,10.24390244,259.9894368
2704,10.73170732,251.0352501
2705,11.2195122,239.153453
2706,11.70731707,227.3701472
2707,12.19512195,218.4810385
2708,12.68292683,213.5664989
2709,13.17073171,208.2427216
2710,13.65853659,200.3910913
2711,14.14634146,192.142627
2712,14.63414634,186.3863621
2713,15.12195122,173.5701678
2714,15.6097561,169.0193767
2715,16.09756098,165.2759959
2716,16.58536585,161.2046841
2717,17.07317073,156.54002
2718,17.56097561,160.4333372
2719,18.04878049,154.2166629
2720,18.53658537,156.6208075
2721,19.02439024,153.119434
2722,19.51219512,157.0558086
2723,20,151.4941222
2724,20.48780488,153.8373142
2725,20.97560976,157.0354546
2726,21.46341463,149.3041996
2727,21.95121951,149.5335027
2728,22.43902439,148.8186278
2729,22.92682927,149.6324312
2730,23.41463415,149.2751303
2731,23.90243902,149.7732697
2732,24.3902439,155.324984
2733,24.87804878,161.4888199
2734,25.36585366,164.7449624
2735,25.85365854,167.4907531
2736,26.34146341,171.3384718
2737,26.82926829,176.5515727
2738,27.31707317,180.416203
2739,27.80487805,190.7488313
2740,28.29268293,199.1404017
2741,28.7804878,204.427132
2742,29.26829268,211.4472004
2743,29.75609756,224.1166276
2744,30.24390244,231.151941
2745,30.73170732,248.3566685
2746,31.2195122,258.0847293
2747,31.70731707,268.8290813
2748,32.19512195,279.0901155
2749,32.68292683,291.2412816
2750,33.17073171,299.8221029
2751,33.65853659,307.6897021
2752,34.14634146,322.178719
2753,34.63414634,323.5759162
2754,35.12195122,328.8228812
2755,35.6097561,329.4164246
2756,36.09756098,326.3228544
2757,36.58536585,327.6934274
2758,37.07317073,323.9915332
2759,37.56097561,325.345427
2760,38.04878049,324.7002336
2761,38.53658537,324.9807358
2762,39.02439024,326.8258431
2763,39.51219512,326.4620946
2764,0,322.5588327
2765,0.571428571,323.1207251
2766,1.142857143,320.7422756
2767,1.714285714,319.6702091
2768,2.285714286,315.6322559
2769,2.857142857,310.7146973
2770,3.428571429,307.0924158
2771,4,301.0828602
2772,4.571428571,298.9244931
2773,5.142857143,285.5371447
2774,5.714285714,282.4628629
2775,6.285714286,275.6505688
2776,6.857142857,266.3131402
2777,7.428571429,259.1368107
2778,8,250.0196283
2779,8.571428571,236.288052
2780,9.142857143,224.7795111
2781,9.714285714,217.9892649
2782,10.28571429,210.6040272
2783,10.85714286,27.73028116
2784,11.42857143,199.8930066
2785,12,191.3132234
2786,12.57142857,186.7330352
2787,13.14285714,181.2040517
2788,13.71428571,172.3550499
2789,14.28571429,170.0502162
2790,14.85714286,167.5500391
2791,15.42857143,167.4695521
2792,16,158.2560368
2793,16.57142857,156.9425094
2794,17.14285714,155.0112871
2795,17.71428571,151.6467906
2796,18.28571429,150.2605627
2797,18.85714286,153.7276213
2798,19.42857143,149.9090812
2799,20,152.8205449
2800,20.57142857,157.0571473
2801,21.14285714,157.407618
2802,21.71428571,157.0092814
2803,22.28571429,155.2325852
2804,22.85714286,157.2850298
2805,23.42857143,159.7491981
2806,24,160.9748345
2807,24.57142857,163.7002166
2808,25.14285714,168.0081535
2809,25.71428571,168.899985
2810,26.28571429,169.6818504
2811,26.85714286,177.9736728
2812,27.42857143,184.397411
2813,28,191.0268746
2814,28.57142857,199.9265564
2815,29.14285714,208.9003868
2816,29.71428571,216.2484409
2817,30.28571429,225.5091666
2818,30.85714286,234.6710184
2819,31.42857143,251.5909543
2820,32,271.7230871
2821,32.57142857,279.0556504
2822,33.14285714,298.7575906
2823,33.71428571,302.3262415
2824,34.28571429,322.209291
2825,34.85714286,327.2677837
2826,35.42857143,334.3411549
2827,36,340.3269961
2828,36.57142857,341.5787376
2829,37.14285714,339.4704767
2830,37.71428571,340.2956319
2831,38.28571429,339.2035393
2832,38.85714286,339.3864108
2833,39.42857143,338.9180101
2834,0,337.211337
2835,0.465116279,336.9623083
2836,0.930232558,334.3884198
2837,1.395348837,331.5033206
2838,1.860465116,329.0633585
2839,2.325581395,333.0801381
2840,2.790697674,333.2747712
2841,3.255813953,334.0272941
2842,3.720930233,334.620537
2843,4.186046512,337.0304736
2844,4.651162791,338.697272
2845,5.11627907,339.7570442
2846,5.581395349,338.8999374
2847,6.046511628,338.3173086
2848,6.511627907,338.8751301
2849,6.976744186,337.3942905
2850,7.441860465,338.141076
2851,7.906976744,335.2022369
2852,8.372093023,333.4268521
2853,8.837209302,332.3677357
2854,9.302325581,329.5226887
2855,9.76744186,332.5201582
2856,10.23255814,323.9509755
2857,10.69767442,318.7629141
2858,11.1627907,309.5026802
2859,11.62790698,306.1871835
2860,12.09302326,294.391679
2861,12.55813953,284.1328168
2862,13.02325581,273.0395241
2863,13.48837209,266.4705487
2864,13.95348837,254.0760503
2865,14.41860465,237.0200024
2866,14.88372093,224.24621
2867,15.34883721,219.9366338
2868,15.81395349,213.3585333
2869,16.27906977,206.3945817
2870,16.74418605,194.151331
2871,17.20930233,189.9349186
2872,17.6744186,183.687727
2873,18.13953488,179.1812502
2874,18.60465116,177.6713686
2875,19.06976744,168.7896638
2876,19.53488372,169.4214016
2877,20,162.9659167
2878,20.46511628,161.7305267
2879,20.93023256,151.4900241
