,Frames,Angles
328,17.95918367,134.2916077
329,18.7755102,134.2947223
330,19.59183673,137.7600597
331,20.40816327,139.196148
332,21.2244898,144.0226602
333,22.04081633,145.3095771
334,22.85714286,138.2232559
335,23.67346939,137.3856561
336,24.48979592,136.1153502
337,25.30612245,144.238057
338,26.12244898,150.3749001
339,26.93877551,159.6425925
340,27.75510204,167.3322927
341,28.57142857,182.7118569
342,29.3877551,198.9015909
343,30.20408163,210.9164401
344,31.02040816,227.2241724
345,31.83673469,248.4391225
346,32.65306122,266.4368622
347,33.46938776,275.4311558
348,34.28571429,289.6018586
349,35.10204082,311.8066533
350,35.91836735,321.6790087
351,36.73469388,327.4928248
352,37.55102041,329.1211282
353,38.36734694,329.8733779
354,39.18367347,329.1982411
355,0,328.9119332
356,0.833333333,328.721207
357,1.666666667,326.2089678
358,2.5,325.4897898
359,3.333333333,326.9599061
360,4.166666667,316.0457283
361,5,307.6070295
362,5.833333333,287.8881095
363,6.666666667,275.405488
364,7.5,264.2079529
365,8.333333333,254.3884358
366,9.166666667,232.7248243
367,10,216.6459579
368,10.83333333,199.2803659
369,11.66666667,183.1108766
370,12.5,165.9382784
371,13.33333333,159.776956
372,14.16666667,150.956477
373,15,143.7401089
374,15.83333333,142.1493852
375,16.66666667,134.6959276
376,17.5,133.3934925
377,18.33333333,133.8271002
378,19.16666667,134.2816903
379,20,134.6651371
380,20.83333333,134.5620013
381,21.66666667,134.5003383
382,22.5,138.0684018
383,23.33333333,142.4021022
384,24.16666667,145.5250286
385,25,151.3494861
386,25.83333333,163.3276708
387,26.66666667,177.4325578
388,27.5,194.5906214
389,28.33333333,211.4498779
390,29.16666667,223.4236639
391,30,243.8763102
392,30.83333333,262.4097827
393,31.66666667,276.5413621
394,32.5,285.6724234
395,33.33333333,305.5650079
396,34.16666667,317.124543
397,35,324.272978
398,35.83333333,324.3904572
399,36.66666667,326.1772484
400,37.5,325.380097
401,38.33333333,324.6841417
402,39.16666667,320.285896
403,0,313.1874444
404,0.909090909,302.3963875
405,1.818181818,289.5034219
406,2.727272727,277.6420334
407,3.636363636,273.20058
408,4.545454545,262.8649192
409,5.454545455,251.0998637
410,6.363636364,237.024647
411,7.272727273,224.2154195
412,8.181818182,212.3796852
413,9.090909091,199.8967768
414,10,181.0728028
415,10.90909091,169.2689518
416,11.81818182,160.0358475
417,12.72727273,147.7590742
418,13.63636364,140.2172066
419,14.54545455,136.6681311
420,15.45454545,133.5562696
421,16.36363636,134.3476153
422,17.27272727,136.3773289
423,18.18181818,135.0442126
424,19.09090909,135.758104
425,20,134.5713996
426,20.90909091,133.6841034
427,21.81818182,138.1974377
428,22.72727273,149.1431437
429,23.63636364,145.2464662
430,24.54545455,155.0275976
431,25.45454545,167.9685658
432,26.36363636,180.3529828
433,27.27272727,199.3399798
434,28.18181818,218.4162883
435,29.09090909,226.1173813
436,30,248.6162976
437,30.90909091,266.8482855
438,31.81818182,277.9050777
439,32.72727273,302.4841008
440,33.63636364,316.9085451
441,34.54545455,329.0955423
442,35.45454545,329.3717142
443,36.36363636,331.1249418
444,37.27272727,327.7692835
445,38.18181818,329.1384632
446,39.09090909,328.9206895
447,0,325.1742078
448,0.8,324.3910173
449,1.6,323.4517297
450,2.4,322.2632904
451,3.2,321.6286019
452,4,321.6318804
453,4.8,321.3607902
454,5.6,311.3883042
455,6.4,301.933287
456,7.2,286.5775191
457,8,273.6817531
458,8.8,258.9389537
459,9.6,246.8071171
460,10.4,232.5075423
461,11.2,215.4790611
462,12,204.6328027
463,12.8,194.8532012
464,13.6,178.8288944
465,14.4,170.3455262
466,15.2,160.9530872
467,16,149.7379713
468,16.8,148.1657983
469,17.6,143.5029921
470,18.4,139.3453467
471,19.2,139.0568668
472,20,139.6124344
473,20.8,139.1651663
474,21.6,140.02883
475,22.4,142.1282116
476,23.2,143.6037784
477,24,137.3298671
478,24.8,136.6829389
479,25.6,143.0666523
480,26.4,150.4112367
481,27.2,149.2729993
482,28,162.712462
483,28.8,179.1842555
484,29.6,190.8668296
485,30.4,202.6772375
486,31.2,216.5450351
487,32,229.9508386
488,32.8,243.6793549
489,33.6,255.4515138
490,34.4,268.088361
491,35.2,287.3443854
492,36,298.5043408
493,36.8,321.5135679
494,37.6,325.6685632
495,38.4,325.5650175
496,39.2,326.38811
497,0,323.6269787
498,0.816326531,320.9145603
499,1.632653061,319.5837936
500,2.448979592,319.5151775
501,3.265306122,317.0007253
502,4.081632653,315.4838223
503,4.897959184,313.9841313
504,5.714285714,312.7221036
505,6.530612245,305.0128417
506,7.346938776,298.4811865
507,8.163265306,285.7456977
508,8.979591837,267.8596726
509,9.795918367,258.6634512
510,10.6122449,250.8592771
511,11.42857143,240.8467935
512,12.24489796,228.5591466
513,13.06122449,213.84487
514,13.87755102,203.9644004
515,14.69387755,193.968118
516,15.51020408,173.8227482
517,16.32653061,166.227933
518,17.14285714,155.3087555
519,17.95918367,139.9919743
520,18.7755102,140.5640436
521,19.59183673,133.6676836
522,20.40816327,134.7110906
523,21.2244898,136.9419124
524,22.04081633,139.5124677
525,22.85714286,140.285973
526,23.67346939,135.5156869
527,24.48979592,143.2093759
528,25.30612245,142.3319971
529,26.12244898,140.9956296
530,26.93877551,151.0495042
531,27.75510204,151.8985513
532,28.57142857,160.1202686
533,29.3877551,171.4100795
534,30.20408163,185.7417015
535,31.02040816,198.4874356
536,31.83673469,209.222881
537,32.65306122,222.637154
538,33.46938776,243.3190761
539,34.28571429,260.9092994
540,35.10204082,274.0908678
541,35.91836735,286.8436779
542,36.73469388,312.220877
543,37.55102041,328.1527167
544,38.36734694,330.6476072
545,39.18367347,335.6411858
546,0,311.0915325
547,0.869565217,303.4948868
548,1.739130435,291.7448714
549,2.608695652,277.2337794
550,3.47826087,271.3874516
551,4.347826087,264.0004791
552,5.217391304,252.2882619
553,6.086956522,248.3007975
554,6.956521739,234.8558707
555,7.826086957,223.6026695
556,8.695652174,215.0232962
557,9.565217391,206.9776066
558,10.43478261,194.8883357
559,11.30434783,179.1928888
560,12.17391304,169.4501431
561,13.04347826,162.9883197
562,13.91304348,161.3874599
563,14.7826087,156.2025541
564,15.65217391,157.0180786
565,16.52173913,154.5718327
566,17.39130435,148.691395
567,18.26086957,149.8460248
568,19.13043478,147.7201421
569,20,147.1965945
570,20.86956522,149.7658657
571,21.73913043,151.3251433
572,22.60869565,149.7582159
573,23.47826087,152.1764854
574,24.34782609,153.2703538
575,25.2173913,148.1842671
576,26.08695652,148.2225162
577,26.95652174,150.2202099
578,27.82608696,154.7884317
579,28.69565217,162.0239789
580,29.56521739,166.5533506
581,30.43478261,180.1179423
582,31.30434783,196.5694638
583,32.17391304,210.8740383
584,33.04347826,226.5680918
585,33.91304348,237.6757826
586,34.7826087,260.8423909
587,35.65217391,275.8591628
588,36.52173913,289.3945487
589,37.39130435,307.1236024
590,38.26086957,318.365001
591,39.13043478,323.0379978
592,0,334.2195776
593,0.833333333,329.8484204
594,1.666666667,328.9287081
595,2.5,328.3179663
596,3.333333333,327.1126564
597,4.166666667,326.9552889
598,5,319.9540854
599,5.833333333,309.9214528
600,6.666666667,294.4554593
601,7.5,278.3741204
602,8.333333333,268.3567464
603,9.166666667,258.6735599
604,10,244.5135123
605,10.83333333,229.9090105
606,11.66666667,215.672574
607,12.5,207.7022897
608,13.33333333,189.4951364
609,14.16666667,176.7061262
610,15,170.9436049
611,15.83333333,156.4704341
612,16.66666667,147.8181417
613,17.5,145.3244396
614,18.33333333,136.5977801
615,19.16666667,134.6012339
616,20,132.1553978
617,20.83333333,131.9516942
618,21.66666667,132.9105435
619,22.5,133.7566127
620,23.33333333,137.3112344
621,24.16666667,142.5089264
622,25,142.8579217
623,25.83333333,151.6967056
624,26.66666667,160.2379118
625,27.5,171.8009303
626,28.33333333,182.507607
627,29.16666667,200.057095
628,30,212.5557128
629,30.83333333,228.8177922
630,31.66666667,244.8166907
631,32.5,258.8515273
632,33.33333333,268.0901778
633,34.16666667,277.1864598
634,35,295.8578474
635,35.83333333,311.8111339
636,36.66666667,327.349664
637,37.5,332.2275802
638,38.33333333,331.125174
639,39.16666667,330.645804
640,0,329.0808028
641,0.85106383,329.0543426
642,1.70212766,324.3029215
643,2.553191489,319.7332927
644,3.404255319,310.6628698
645,4.255319149,303.6540029
646,5.106382979,290.0598364
647,5.957446809,272.9539282
648,6.808510638,265.5745918
649,7.659574468,259.0167496
650,8.510638298,247.1357038
651,9.361702128,238.6443853
652,10.21276596,223.5108172
653,11.06382979,209.1876919
654,11.91489362,194.7541635
655,12.76595745,180.7728755
656,13.61702128,167.7159307
657,14.46808511,157.9596885
658,15.31914894,151.6181038
659,16.17021277,145.466289
660,17.0212766,142.7108814
661,17.87234043,132.3551671
662,18.72340426,135.9540484
663,19.57446809,138.5755297
664,20.42553191,140.0812586
665,21.27659574,141.1610295
666,22.12765957,139.1843728
667,22.9787234,139.0526867
668,23.82978723,138.5458047
669,24.68085106,139.7685725
670,25.53191489,146.1957805
671,26.38297872,148.8262503
672,27.23404255,159.6883548
673,28.08510638,174.415636
674,28.93617021,191.3682201
675,29.78723404,205.3915274
676,30.63829787,218.9513927
677,31.4893617,234.2167835
678,32.34042553,252.834158
679,33.19148936,266.476368
680,34.04255319,276.3277274
681,34.89361702,299.4006529
682,35.74468085,310.3344607
683,36.59574468,321.5977841
684,37.44680851,326.7150165
685,38.29787234,328.0941273
686,39.14893617,326.8939265
687,0,326.7203304
688,0.869565217,324.3582597
689,1.739130435,321.3666642
690,2.608695652,322.0977403
691,3.47826087,317.9372945
692,4.347826087,315.3785417
693,5.217391304,312.2291961
694,6.086956522,299.6426328
695,6.956521739,283.2231176
696,7.826086957,266.2134467
697,8.695652174,256.1525781
698,9.565217391,243.0067725
699,10.43478261,224.803608
700,11.30434783,212.9557707
701,12.17391304,196.3402154
702,13.04347826,184.1243947
703,13.91304348,174.7911051
704,14.7826087,159.3870888
705,15.65217391,152.8479476
706,16.52173913,145.4008831
707,17.39130435,141.1255672
708,18.26086957,130.7069878
709,19.13043478,138.6481756
710,20,135.8481259
711,20.86956522,138.0849855
712,21.73913043,135.9507153
713,22.60869565,136.7160517
714,23.47826087,137.6216801
715,24.34782609,139.5894303
716,25.2173913,147.577036
717,26.08695652,152.5424196
718,26.95652174,159.7669293
719,27.82608696,169.3867862
720,28.69565217,187.3856461
721,29.56521739,200.6253941
722,30.43478261,211.8096103
723,31.30434783,229.0924204
724,32.17391304,246.0239949
725,33.04347826,259.9185395
726,33.91304348,274.8857516
727,34.7826087,279.9390807
728,35.65217391,306.5899461
729,36.52173913,324.9784136
730,37.39130435,335.3504793
731,38.26086957,340.0175066
732,39.13043478,342.1229261
733,0,335.5626113
734,0.816326531,335.8593147
735,1.632653061,332.7484914
736,2.448979592,330.6195898
737,3.265306122,329.6551261
738,4.081632653,328.7661496
739,4.897959184,328.2910826
740,5.714285714,322.8062222
741,6.530612245,314.1384799
742,7.346938776,296.2859227
743,8.163265306,278.202027
744,8.979591837,265.4767015
745,9.795918367,251.6716871
746,10.6122449,238.2660475
747,11.42857143,223.0376763
748,12.24489796,203.6137384
749,13.06122449,190.9196406
750,13.87755102,178.0856332
751,14.69387755,167.8428083
752,15.51020408,156.3101159
753,16.32653061,145.4647317
754,17.14285714,145.9577894
755,17.95918367,139.3049939
756,18.7755102,132.1587309
757,19.59183673,133.8131393
758,20.40816327,136.1676148
759,21.2244898,139.6633876
760,22.04081633,138.6898671
761,22.85714286,137.8970733
762,23.67346939,137.2227424
763,24.48979592,135.8744631
764,25.30612245,142.1653952
765,26.12244898,144.0872738
766,26.93877551,152.6848154
767,27.75510204,166.4835734
768,28.57142857,179.2687859
769,29.3877551,200.4265263
770,30.20408163,217.3740834
771,31.02040816,233.9794754
772,31.83673469,253.086793
773,32.65306122,267.3619703
774,33.46938776,282.4752529
775,34.28571429,302.6464544
776,35.10204082,322.720394
777,35.91836735,333.5715156
778,36.73469388,345.0294994
779,37.55102041,343.5526486
780,38.36734694,342.0212655
781,39.18367347,339.4288536
782,0,336.7069276
783,0.754716981,332.1834709
784,1.509433962,331.9649458
785,2.264150943,329.6203877
786,3.018867925,325.8763785
787,3.773584906,319.792934
788,4.528301887,310.792821
789,5.283018868,300.8552919
790,6.037735849,281.8722701
791,6.79245283,264.1721764
792,7.547169811,249.3557885
793,8.301886792,239.277298
794,9.056603774,222.183766
795,9.811320755,208.8745414
796,10.56603774,194.5551044
797,11.32075472,170.2061904
798,12.0754717,159.8770865
799,12.83018868,152.8510895
800,13.58490566,141.3341611
801,14.33962264,138.1232619
802,15.09433962,133.8696113
803,15.8490566,128.3083074
804,16.60377358,127.6291953
805,17.35849057,129.0907738
806,18.11320755,131.5333588
807,18.86792453,130.0665347
808,19.62264151,130.4427961
809,20.37735849,131.3898155
810,21.13207547,131.676301
811,21.88679245,132.4104097
812,22.64150943,138.7737691
813,23.39622642,139.6788785
814,24.1509434,150.6006788
815,24.90566038,168.4313521
816,25.66037736,183.24983
817,26.41509434,205.6460202
818,27.16981132,214.9769602
819,27.9245283,232.8516473
820,28.67924528,250.4001518
821,29.43396226,267.0487105
822,30.18867925,275.6001484
823,30.94339623,300.2590847
824,31.69811321,317.9799285
825,32.45283019,327.6638254
826,33.20754717,332.9935586
827,33.96226415,331.128193
828,34.71698113,330.2256791
829,35.47169811,325.5599086
830,36.22641509,325.2374417
831,36.98113208,324.6186812
832,37.73584906,322.5103111
833,38.49056604,327.2165436
834,39.24528302,322.8839497
835,0,320.8433078
836,0.930232558,318.0859467
837,1.860465116,311.8541095
838,2.790697674,302.8393253
839,3.720930233,293.401083
840,4.651162791,276.5376601
841,5.581395349,269.0400385
842,6.511627907,255.7553752
843,7.441860465,245.1042963
844,8.372093023,234.2300614
845,9.302325581,218.2052355
846,10.23255814,199.5866862
847,11.1627907,187.8934843
848,12.09302326,171.892127
849,13.02325581,159.6373469
850,13.95348837,153.2472132
851,14.88372093,144.2973704
852,15.81395349,139.6854081
853,16.74418605,140.2086826
854,17.6744186,138.5789994
855,18.60465116,143.0655595
856,19.53488372,139.600987
857,20.46511628,141.4758466
858,21.39534884,139.6988772
859,22.3255814,142.8178695
860,23.25581395,147.519881
861,24.18604651,147.2929001
862,25.11627907,146.7855537
863,26.04651163,153.9910754
864,26.97674419,167.2674605
865,27.90697674,179.3221433
866,28.8372093,191.3451341
867,29.76744186,203.7178032
868,30.69767442,215.3457905
869,31.62790698,237.8789124
870,32.55813953,251.8758005
871,33.48837209,265.1021066
872,34.41860465,281.3620277
873,35.34883721,299.1142904
874,36.27906977,322.7354751
875,37.20930233,327.1021789
876,38.13953488,332.5593498
877,39.06976744,333.1472242
878,0,332.185998
879,0.740740741,330.2343261
880,1.481481481,323.2192027
881,2.222222222,322.6060567
882,2.962962963,322.0861153
883,3.703703704,321.4286413
884,4.444444444,320.6702718
885,5.185185185,319.7865682
886,5.925925926,319.0307532
887,6.666666667,316.4586542
888,7.407407407,301.0765764
889,8.148148148,287.0685551
890,8.888888889,270.1442616
891,9.62962963,262.3823936
892,10.37037037,246.3651219
893,11.11111111,228.1217139
894,11.85185185,215.5441391
895,12.59259259,201.4925276
896,13.33333333,185.5693349
897,14.07407407,172.3132218
898,14.81481481,158.6892074
899,15.55555556,147.5035158
900,16.2962963,144.17664
901,17.03703704,143.0311626
902,17.77777778,134.8782663
903,18.51851852,135.4759625
904,19.25925926,135.288105
905,20,139.8546875
906,20.74074074,140.2792794
907,21.48148148,137.077478
908,22.22222222,137.3095678
909,22.96296296,135.8288921
910,23.7037037,139.937005
911,24.44444444,147.5006472
912,25.18518519,153.0174183
913,25.92592593,166.5611097
914,26.66666667,177.3926695
915,27.40740741,191.396743
916,28.14814815,206.5043018
917,28.88888889,219.4201895
918,29.62962963,233.0786554
919,30.37037037,249.7989312
920,31.11111111,262.7951693
921,31.85185185,274.9752407
922,32.59259259,293.9532628
923,33.33333333,311.1299045
924,34.07407407,319.3941602
925,34.81481481,328.9785139
926,35.55555556,329.7536037
927,36.2962963,328.6573857
928,37.03703704,326.6111976
929,37.77777778,326.5815819
930,38.51851852,326.239731
931,39.25925926,326.6500887
932,0,326.6687898
933,0.816326531,326.6605252
934,1.632653061,323.2029332
935,2.448979592,316.6333977
936,3.265306122,305.8407563
937,4.081632653,296.9169639
938,4.897959184,278.9022443
939,5.714285714,269.4006589
940,6.530612245,257.2823323
941,7.346938776,242.2640304
942,8.163265306,229.8460362
943,8.979591837,217.2137106
944,9.795918367,198.5939046
945,10.6122449,191.2489377
946,11.42857143,176.1858844
947,12.24489796,169.4452253
948,13.06122449,156.5156772
949,13.87755102,151.1190355
950,14.69387755,142.2418933
951,15.51020408,141.6173954
952,16.32653061,134.7906213
953,17.14285714,134.720325
954,17.95918367,137.9212795
955,18.7755102,139.3839782
956,19.59183673,139.7148872
957,20.40816327,137.5617384
958,21.2244898,138.5529627
959,22.04081633,140.0269449
960,22.85714286,143.0915961
961,23.67346939,148.1798958
962,24.48979592,151.084748
963,25.30612245,162.2669971
964,26.12244898,173.361929
965,26.93877551,184.9425694
966,27.75510204,206.6212893
967,28.57142857,220.7157945
968,29.3877551,237.1029482
969,30.20408163,253.0687067
970,31.02040816,268.3828651
971,31.83673469,274.6252755
972,32.65306122,298.5540919
973,33.46938776,312.7279775
974,34.28571429,325.1711615
975,35.10204082,325.9573163
976,35.91836735,325.8868151
977,36.73469388,324.6045017
978,37.55102041,327.1670384
979,38.36734694,323.2942392
980,39.18367347,314.5918269
981,0,310.3188195
982,0.888888889,304.6034402
983,1.777777778,292.1176495
984,2.666666667,276.8348007
985,3.555555556,267.752261
986,4.444444444,255.3833485
987,5.333333333,246.6616614
988,6.222222222,228.6577199
989,7.111111111,218.329299
990,8,201.656616
991,8.888888889,193.0001436
992,9.777777778,178.8684822
993,10.66666667,164.4769457
994,11.55555556,155.1484373
995,12.44444444,151.822463
996,13.33333333,146.6152088
997,14.22222222,140.0313982
998,15.11111111,137.5650715
999,16,140.0508232
1000,16.88888889,141.9044819
1001,17.77777778,146.0803776
1002,18.66666667,143.9508886
1003,19.55555556,141.527756
1004,20.44444444,141.3115396
1005,21.33333333,140.0823787
1006,22.22222222,142.7962041
1007,23.11111111,147.2279314
1008,24,155.3551735
1009,24.88888889,165.7418421
1010,25.77777778,169.6476995
1011,26.66666667,182.1638572
1012,27.55555556,198.3911572
1013,28.44444444,215.2850018
1014,29.33333333,227.1357352
1015,30.22222222,250.4354229
1016,31.11111111,260.0542417
1017,32,269.252034
1018,32.88888889,286.855057
1019,33.77777778,310.2664457
1020,34.66666667,330.6353948
1021,35.55555556,327.9248616
1022,36.44444444,330.6731658
1023,37.33333333,330.1118472
1024,38.22222222,330.5628309
1025,39.11111111,329.8141739
1026,0,330.7686655
1027,0.8,328.8310228
1028,1.6,323.5462595
1029,2.4,323.2351854
1030,3.2,317.3868359
1031,4,303.170043
1032,4.8,289.5525446
1033,5.6,270.8649012
1034,6.4,263.7194168
1035,7.2,253.9052956
1036,8,241.1332243
1037,8.8,225.1165946
1038,9.6,208.5822093
1039,10.4,194.9499713
1040,11.2,181.5220107
1041,12,164.1275679
1042,12.8,156.1312742
1043,13.6,147.6785873
1044,14.4,143.4023971
1045,15.2,138.7608737
1046,16,136.6768737
1047,16.8,141.3363468
1048,17.6,140.5659834
1049,18.4,138.1705268
1050,19.2,139.3321781
1051,20,141.7361314
